字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
Z,8,"Zillion Lights","めらみぽっぷ",,,分开,145 + 333、145 + 334、145 + 335、145 + 336、146 + 333、146 + 334、146 + 335、146 + 336、146 + 333、146 + 334,A - 左上角数字 3 单点^^^B - 右下角数字 3 单点,A - 右边数字 6 单点^^^B - 左边数字 6 单点,232,473,56 - 0.2,145、146、147、148、333、334、335、336,A - 左上角数字 3 单点,A - 右边数字 6 单点,232,473,1333978,28 - 0.1
L,10,"恋のパーフェクト微分方程式","ユウノウミ",,,分开,232 + 513,A - 左上角数字 2 蓝条开始^^^B - 右下角数字 2 蓝条开始,A - 左边数字 7 单点^^^B - 右边数字 7 单点,314,595,66 - 0.2,232、513,A - 左上角数字 2 蓝条开始,A - 左边数字 7 单点,314,595,1681048,33 - 0.1
F,10,"Flower Dance(困难版)","DJ OKAWARI",,,分开,149 + 375、149 + 442、149 + 443、149 + 445、149 + 446、149 + 448、150 + 375、150 + 442、150 + 443、150 + 445,A - 右上角数字 10 蓝条中间^^^B - 右下角数字 6 单点,A - 上面数字 5 蓝条结尾、上面数字 6 蓝条开始^^^B - 左下角数字 7 蓝条结尾、右下角数字 8 单点,228,574,86 + 0.0,149、150、152、153、155、375、442、443、445、446,A - 右上角数字 10 蓝条中间,A - 上面数字 5 蓝条结尾、上面数字 6 蓝条开始,228,574,1696941,43 + 0.0
F,9,"风云喜","李常超",,,分开,163 + 340、163 + 341、163 + 342、163 + 468、163 + 469、163 + 470、164 + 340、164 + 341、164 + 342、164 + 468,A - 左下角数字 4 蓝条开始^^^B - 右上角数字 4 蓝条开始,A - 左下角数字 7 蓝条结尾^^^B - 右上角数字 7 蓝条结尾,220,568,63 + 0.0,163、164、165、340、341、342、468、469、470,A - 左下角数字 4 蓝条开始,A - 左下角数字 7 蓝条结尾,220,568,1343448,32 - 0.5
,,"夜宴风波","音阙诗听/王梓钰",,红色,分开,85 + 164,A - 左下角数字 11 单点^^^B - 左上角数字 12 绿条开始,A - 右下角数字 14 单点^^^B - 左上角数字 16 单点,112,200,37 - 0.1,85,A - 左下角数字 11 单点,A - 右下角数字 14 单点,112,200,544148,19 - 0.1
,,"Wind flower","MAMAMOO",,,分开,103 + 256,A - 左上角数字 3 单点^^^B - 右下角数字 13 单点,A - 左下角数字 12 单点^^^B - 右上角数字 4 单点,167,343,44 - 0.4,103、256,A - 左上角数字 3 单点,A - 左下角数字 12 单点,167,343,909607,22 - 0.2
R,6,"Ring Ding Dong","SHINee",,红色,分开,147 + 177,B - 左上角数字 1 单点^^^B - 右下角数字 13 单点,B - 左下角数字 12 单点^^^B - 右边数字 1 绿条中间,146,313,47 - 0.1,176,B - 左下角数字 12 单点,B - 左上角数字 16 单点,146,313,796874,25 + 0.0
,,"你曾那么爱我","陈势安",,,分开,180 + 290、180 + 291、180 + 290、180 + 291、180 + 290、180 + 291、180 + 290、180 + 291、180 + 290、180 + 291,B - 左下角数字 1 单点^^^B - 右下角数字 5 单点,B - 左上角数字 4 单点^^^B - 右上角数字 9 蓝条中间,134,320,46 - 0.1,290、291,B - 右下角数字 5 单点,B - 右上角数字 9 蓝条中间,134,320,888609,23 + 0.0
G,9,"Get Cool","Stray Kids",,,分开,189 + 392、189 + 393、190 + 392、190 + 393,A - 右下角数字 1 蓝条中间^^^B - 左上角数字 1 蓝条中间,A - 左上角数字 5 蓝条结尾、右上角数字 6 单点^^^B - 右下角数字 5 蓝条结尾、左下角数字 6 单点,237,440,60 - 0.4,189、190、392、393,A - 右下角数字 1 蓝条中间,A - 左上角数字 5 蓝条结尾、右上角数字 6 单点,237,440,1146395,30 - 0.2
J,7,"寂静之空","傅许",,,分开,306 + 343、306 + 344、306 + 345、306 + 343、306 + 344、306 + 345、306 + 343、306 + 344、306 + 345、306 + 343,B - 左下角数字 1 单点^^^B - 左下角数字 7 单点,B - 中间数字 4 单点^^^B - 右下角数字 2 单点,207,386,51 + 0.0,323、324、325、343、344、345,B - 右上角数字 7 单点,B - 左上角数字 2 单点,207,386,1140560,26 + 0.0
S,6,"斯诺克","付辛博",,红色,分开,143 + 265、143 + 266,B - 右下角数字 3 单点^^^B - 右下角数字 6 单点,B - 右上角数字 11 单点^^^B - 右上角数字 7 蓝条中间,140,320,51 - 0.1,265、266,B - 右下角数字 6 单点,B - 右上角数字 7 蓝条中间,140,320,922077,28 + 0.0
H,7,"坏掉的大人","陈势安",,,分开,130 + 373,A - 右上角数字 1 单点^^^B - 右上角数字 1 单点,A - 左上角数字 12 蓝条结尾^^^B - 左上角数字 12 蓝条结尾,237,502,43 - 0.4,130、373,A - 右上角数字 1 单点,A - 左上角数字 12 蓝条结尾,237,502,1123502,21 + 0.3
F,9,"Faded(困难版)","Alan Walker",,,分开,418 + 454、418 + 455、419 + 454、419 + 455,B - 右下角数字 1 单点^^^B - 右上角数字 1 单点,B - 下面数字 6 蓝条中间^^^B - 右上角数字 17 单点,287,583,64 + 0.0,442、443,B - 右上角数字 1 单点,B - 右下角数字 6 单点,287,583,1770427,34 + 0.0
E,7,"Everything I Need","Skylar Grey",,,分开,259 + 388,B - 左下角数字 2 单点^^^B - 右下角数字 6 绿条结尾、左上角数字 1 绿条开始,B - 右边数字 7 绿条开始^^^B - 下面数字 2 单点,202,474,43 - 0.2,259,B - 左下角数字 2 单点,B - 右边数字 7 绿条开始,202,474,902715,22 - 0.5
D,10,"Dura","Daddy Yankee",,,分开,179 + 470、179 + 471,A - 右上角数字 16 蓝条中间^^^B - 左边数字 5 绿条中间,A - 右下角数字 9 蓝条结尾、左上角数字 10 单点^^^B - 左下角数字 18 单点,309,760,88 + 0.3,179,A - 右上角数字 16 蓝条中间,A - 右下角数字 9 蓝条结尾、左上角数字 10 单点,309,760,2310091,48 + 0.0
Z,10,"直到世界终结(困难版)","WANDS",,,分开,285 + 401,B - 左上角数字 4 蓝条开始^^^B - 右上角数字 1 蓝条开始,B - 右上角数字 2 蓝条结尾^^^B - 左上角数字 2 蓝条结尾,281,693,72 + 0.0,285、401,B - 左上角数字 4 蓝条开始,B - 右上角数字 2 蓝条结尾,281,693,1797743,36 + 0.0
D,10,"大艺术家(困难版)","蔡依林",,,分开,384 + 836,A - 左上角数字 3 单点、右下角数字 3 单点^^^B - 左上角数字 3 单点、右下角数字 3 单点,A - 右下角数字 7 蓝条结尾、上面数字 8 蓝条开始^^^B - 左上角数字 7 蓝条结尾、下面数字 8 蓝条开始,527,951,130 + 0.0,384、836,A - 左上角数字 3 单点、右下角数字 3 单点,A - 右下角数字 7 蓝条结尾、上面数字 8 蓝条开始,527,951,2796157,65 + 0.0
T,9,"the WORLD","Nightmare",,,分开,232 + 495、232 + 496、233 + 495、233 + 496、234 + 495、234 + 496、236 + 495、236 + 496、236 + 495、236 + 496,A - 左下角数字 1 单点^^^B - 左下角数字 13 绿条中间,A - 右下角数字 4 单点^^^B - 中间数字 5 蓝条结尾、右边数字 6 绿条开始,378,658,60 + 0.3,495、496,B - 左下角数字 13 绿条中间,B - 中间数字 5 蓝条结尾、右边数字 6 绿条开始,378,658,1396544,30 + 0.2
V,10,"Victory(困难版)","Bond",,,分开,320 + 883、320 + 884、320 + 886、320 + 887、321 + 883、321 + 884、321 + 886、321 + 887、323 + 883、323 + 884,A - 左上角数字 5 蓝条中间^^^B - 右上角数字 1 蓝条中间,A - 右下角数字 4 蓝条结尾、左上角数字 5 蓝条开始^^^B - 右上角数字 7 蓝条中间、左下角数字 10 单点,552,1032,110 + 0.0,320、321、323、324、326、327、329、330、332、333,A - 左上角数字 5 蓝条中间,A - 右下角数字 4 蓝条结尾、左上角数字 5 蓝条开始,552,1032,3375612,56 + 0.0
E,6,"Enough","GOT7",,,分开,129 + 206,A - 左下角数字 14 单点^^^B - 左下角数字 2 单点,A - 左上角数字 8 单点^^^B - 右下角数字 7 单点,174,371,50 - 0.4,206,B - 左下角数字 2 单点,B - 右下角数字 7 单点,174,371,1002084,26 - 0.2
G,10,"更新","Sabão",,,分开,467 + 514,B - 左下角数字 1 单点^^^B - 右上角数字 1 单点,B - 右下角数字 6 单点^^^B - 左上角数字 6 单点,245,547,60 + 0.0,467、514,B - 左下角数字 1 单点,B - 右下角数字 6 单点,245,547,1713090,30 + 0.0
W,10,"Why So Lonely","Wonder Girls",,,分开,341 + 457、341 + 459、343 + 457、343 + 459,B - 左下角数字 5 绿条结尾、右上角数字 7 单点^^^B - 左下角数字 16 绿条结尾、右下角数字 17 单点,B - 左下角数字 12 单点^^^B - 左下角数字 3 单点,289,634,66 - 0.1,341、343,B - 左下角数字 5 绿条结尾、右上角数字 7 单点,B - 左下角数字 12 单点,289,634,1785987,34 + 0.0
H,8,"换世奇恋","排骨教主",,,分开,152 + 374、152 + 480、374 + 480,A - 右下角数字 1 单点^^^B - 左下角数字 1 单点,A - 左上角数字 4 绿条中间^^^B - 右上角数字 4 绿条中间,209,539,52 + 0.4,152、374、480,A - 右下角数字 1 单点,A - 左上角数字 4 绿条中间,209,539,1286183,26 + 0.2
N,7,"粘人精","圈9/谣君/新乐尘符",,,分开,142 + 320、142 + 321、142 + 322、142 + 323、142 + 324、142 + 325、142 + 331、143 + 320、143 + 321、143 + 322,A - 右下角数字 1 单点^^^B - 左上角数字 1 单点,A - 左边数字 6 单点^^^B - 右边数字 6 单点,187,413,56 + 0.0,142、143、144、145、146、147、153、320、321、322,A - 右下角数字 1 单点,A - 左边数字 6 单点,187,413,1196686,28 + 0.0
D,8,"Digital World","Amaranthe",,红色,分开,4 + 176,A - 左下角数字 4 单点^^^B - 左下角数字 4 单点,A - 左上角数字 9 蓝条结尾^^^B - 左上角数字 9 蓝条结尾,162,325,58 - 0.2,176,B - 左下角数字 4 单点,B - 左上角数字 9 蓝条结尾,162,325,935807,29 - 0.1
,,"Love a Girl Right","Little Mix",,红色,分开,104 + 142,B - 左边数字 3 绿条开始^^^B - 右上角数字 2 绿条结尾,B - 右下角数字 7 单点^^^B - 右上角数字 5 单点,88,192,34 + 0.3,104,B - 左边数字 3 绿条开始,B - 右下角数字 7 单点,88,192,479597,17 + 0.4
J,8,"君にふれて","安月名莉子",,,分开,227 + 510、227 + 511、228 + 510、228 + 511、228 + 510、228 + 511、228 + 510、228 + 511,A - 左边数字 2 绿条中间^^^B - 上面数字 1 单点,A - 左下角数字 7 单点^^^B - 左边数字 5 蓝条结尾,272,558,50 + 0.0,510、511,B - 上面数字 1 单点,B - 左边数字 5 蓝条结尾,272,558,1228565,25 + 0.3
I,6,"if","西野カナ",,,分开,243 + 340、243 + 341,B - 右上角数字 5 单点^^^B - 左上角数字 12 绿条结尾,B - 上面数字 3 单点^^^B - 左上角数字 4 蓝条结尾,197,366,51 - 0.2,340、341,B - 左上角数字 12 绿条结尾,B - 左上角数字 4 蓝条结尾,197,366,1014511,26 + 0.0
D,8,"等待","黄龄",,,分开,100 + 298、100 + 299,A - 上面数字 2 单点^^^B - 右下角数字 1 单点,A - 左上角数字 8 蓝条结尾^^^B - 右下角数字 6 蓝条中间,240,439,48 - 0.2,100、298、299,A - 上面数字 2 单点,A - 左上角数字 8 蓝条结尾,240,439,1230835,24 - 0.1
Y,7,"You Are My Only One","袁娅维/小宇",,红色,分开,133 + 366,A - 左上角数字 6 单点^^^B - 右下角数字 6 单点,A - 右边数字 10 绿条中间^^^B - 左下角数字 10 绿条中间,211,444,55 - 0.2,133、366,A - 左上角数字 6 单点,A - 右边数字 10 绿条中间,211,444,993277,27 + 0.4
I,6,"I Love You","玉泽演/吴映洁",,红色,分开,60 + 160,A - 右上角数字 4 单点^^^B - 右下角数字 4 单点,A - 左下角数字 5 绿条开始^^^B - 下面数字 5 绿条中间,138,312,62 - 0.3,60,A - 右上角数字 4 单点,A - 左下角数字 5 绿条开始,138,312,808354,32 - 0.3
,,"HURT","Jasmine Sokko",,红色,分开,55 + 144、55 + 147、55 + 148、55 + 149、55 + 144、55 + 147、55 + 148、55 + 149、55 + 144、55 + 147,A - 左上角数字 1 单点^^^B - 左上角数字 4 单点,A - 下面数字 5 单点^^^B - 下面数字 12 单点,91,172,46 + 0.0,144、147、148、149,B - 左上角数字 4 单点,B - 下面数字 12 单点,91,172,591955,23 + 0.0
L,10,"林中鸟(困难版)","葛林",,,分开,68 + 738、68 + 739、68 + 740、68 + 741、68 + 742,A - 中间数字 5 单点^^^B - 右下角数字 7 蓝条开始,A - 左下角数字 4 蓝条结尾、右下角数字 5 单点^^^B - 左上角数字 17 蓝条中间,355,776,59 - 0.5,68,A - 中间数字 5 单点,A - 左下角数字 4 蓝条结尾、右下角数字 5 单点,355,776,1979350,30 + 0.0
,,"You(=I)","脸红的思春期",,红色,分开,46 + 193、46 + 194、46 + 195、46 + 196,A - 右上角数字 2 蓝条中间^^^B - 右下角数字 2 单点,A - 左边数字 6 单点^^^B - 下面数字 4 单点,124,264,48 - 0.3,193、194、195、196,B - 右下角数字 2 单点,B - 下面数字 4 单点,124,264,715054,24 - 0.1
L,9,"凉凉(困难版)","杨宗纬/张碧晨",50,,分开,272 + 657、272 + 658、398 + 657、398 + 658,A - 下面数字 9 绿条中间、左上角数字 11 单点^^^B - 左上角数字 1 单点,A - 左下角数字 19 单点^^^B - 右上角数字 2 单点,449,876,71 - 0.2,657、658,B - 左上角数字 1 单点,B - 右上角数字 2 单点,449,876,2074989,36 + 0.4
Q,8,"前尘","SING女团",,红色,分开,112 + 194、113 + 194、115 + 194、116 + 194、117 + 194、118 + 194、119 + 194、120 + 194、122 + 194,A - 左上角数字 1 蓝条开始^^^A - 左上角数字 4 绿条中间,A - 右下角数字 4 单点^^^A - 左上角数字 8 蓝条结尾、右上角数字 9 单点,232,445,70 + 0.1,112、113、115、116、117、118、119、120、122,A - 左上角数字 1 蓝条开始,A - 右下角数字 4 单点,232,445,1205568,37 + 0.0
W,7,"往后余生","王贰浪",,红色,分开,315 + 364、315 + 365,B - 右下角数字 4 绿条中间、左上角数字 6 单点^^^B - 左下角数字 14 绿条中间,B - 左上角数字 11 单点^^^B - 左上角数字 14 蓝条结尾,190,489,58 + 0.3,364、365,B - 左下角数字 14 绿条中间,B - 左上角数字 14 蓝条结尾,190,489,1133329,31 - 0.2
M,7,"梦想时代(QQ炫舞系列主题曲)","刘人语/罗奕佳/苏芮琪",,红色,分开,203 + 252、203 + 253、204 + 252、204 + 253、206 + 252、206 + 253、206 + 252、206 + 253、206 + 252、206 + 253,B - 右上角数字 8 蓝条开始^^^B - 右下角数字 10 单点,B - 上面数字 3 单点^^^B - 右下角数字 4 蓝条结尾,142,334,53 - 0.5,252、253,B - 右下角数字 10 单点,B - 右下角数字 4 蓝条结尾,142,334,970085,27 - 0.5
W,8,"我要给世界最悠长的湿吻 Kisses For The World","蔡健雅",,,分开,146 + 183、147 + 183、148 + 183、183 + 391、183 + 392、183 + 393、183 + 415、183 + 416、183 + 417、183 + 419,A - 中间数字 4 蓝条开始^^^A - 左上角数字 6 单点,A - 左上角数字 7 蓝条开始^^^A - 左下角数字 3 绿条开始,234,456,54 + 0.3,183,A - 左上角数字 6 单点,A - 左下角数字 3 绿条开始,234,456,1127024,28 - 0.2
,,"No One Else Like You","Adam Levine",,红色,分开,113 + 270、113 + 271、113 + 272,A - 右下角数字 1 单点^^^B - 左上角数字 1 单点,A - 右下角数字 11 蓝条结尾^^^B - 右上角数字 10 蓝条中间,153,305,50 - 0.4,270、271、272,B - 左上角数字 1 单点,B - 右上角数字 10 蓝条中间,153,305,776477,25 - 0.1
S,6,"盛装游行","back number",,红色,分开,73 + 279、73 + 280、73 + 279、73 + 280、73 + 279、73 + 280、73 + 279、73 + 280、73 + 279、73 + 280,A - 右下角数字 5 单点^^^B - 左下角数字 3 单点,A - 上面数字 10 单点^^^B - 左边数字 9 单点,164,327,52 - 0.2,279、280,B - 左下角数字 3 单点,B - 左边数字 9 单点,164,327,939694,26 - 0.1
D,8,"Dancing on","FTISLAND",,,分开,287 + 592,A - 右上角数字 10 绿条中间^^^B - 右上角数字 11 绿条中间,A - 左下角数字 12 单点^^^B - 左上角数字 11 单点,325,625,47 + 0.0,592,B - 右上角数字 11 绿条中间,B - 左上角数字 11 单点,325,625,1235578,24 - 0.1
C,8,"Chilli","SEVENTEEN",,,分开,119 + 225、119 + 226、120 + 225、120 + 226、132 + 225、132 + 226、133 + 225、133 + 226、133 + 225、133 + 226,A - 上面数字 7 单点^^^B - 左上角数字 1 单点,A - 左边数字 3 单点^^^B - 左边数字 6 单点,204,443,54 - 0.1,225、226,B - 左上角数字 1 单点,B - 左边数字 6 单点,204,443,1314094,27 + 0.0
,,"做我的唯一","新乐尘符/贺子玲",,红色,分开,45 + 150、45 + 151、45 + 152、45 + 153、45 + 150、45 + 151、45 + 152、45 + 153、45 + 150、45 + 151,A - 左下角数字 6 单点^^^B - 左上角数字 3 单点,A - 右上角数字 10 单点^^^B - 左上角数字 7 蓝条结尾,100,186,44 - 0.4,150、151、152、153,B - 左上角数字 3 单点,B - 左上角数字 7 蓝条结尾,100,186,571029,22 - 0.2
,,"Real Change","Masetti",,红色,分开,111 + 175、111 + 176、111 + 177、111 + 178、111 + 179、111 + 180、111 + 181、111 + 182、111 + 183、111 + 184,A - 中间数字 12 单点^^^B - 右边数字 12 单点,A - 左下角数字 14 单点^^^B - 上面数字 4 单点,135,286,47 - 0.1,175、176、177、178、179、180、181、182、183、184,B - 右边数字 12 单点,B - 上面数字 4 单点,135,286,867581,24 + 0.0
S,9,"SUNSET","TWICE",,,分开,56 + 261,A - 左上角数字 1 单点^^^B - 右下角数字 2 单点,A - 左边数字 12 单点^^^B - 右边数字 12 单点,257,548,54 - 0.2,261,B - 右下角数字 2 单点,B - 右边数字 12 单点,257,548,1426263,27 - 0.1
N,6,"No","CLC",,,分开,89 + 176、89 + 177、89 + 178、89 + 179、89 + 180、90 + 176、90 + 177、90 + 178、90 + 179、90 + 180,A - 右上角数字 6 绿条中间^^^B - 右上角数字 5 单点,A - 上面数字 7 单点^^^B - 右下角数字 11 单点,162,370,42 + 0.0,176、177、178、179、180,B - 右上角数字 5 单点,B - 右下角数字 11 单点,162,370,876872,21 - 0.1
I,6,"I Love You","EXID",,红色,分开,66 + 222、66 + 223、66 + 225、67 + 222、67 + 223、67 + 225、69 + 222、69 + 223、69 + 225,A - 左下角数字 4 蓝条开始^^^B - 右上角数字 4 蓝条开始,A - 右上角数字 6 单点^^^B - 左下角数字 6 单点,134,322,52 - 0.4,222、223、225,B - 右上角数字 4 蓝条开始,B - 左下角数字 6 单点,134,322,816729,26 - 0.2
Z,10,"ZastiZ(QQ炫舞手游原创音乐)","JurokuNeta",,,分开,303 + 497,B - 左上角数字 3 蓝条中间^^^B - 右下角数字 8 单点,B - 右下角数字 7 单点、左上角数字 7 单点^^^B - 左下角数字 7 单点、右下角数字 7 单点,252,537,79 - 0.3,497,B - 右下角数字 8 单点,B - 左下角数字 7 单点、右下角数字 7 单点,252,537,1672751,41 + 0.0
L,7,"荔枝声界","QQ炫舞手游",,,分开,209 + 271、209 + 272、209 + 273、209 + 274、209 + 378、209 + 379、210 + 271、210 + 272、210 + 273、210 + 274,B - 右边数字 2 单点^^^B - 左边数字 2 蓝条开始,B - 左上角数字 9 单点^^^B - 左上角数字 5 蓝条结尾,207,425,58 + 0.0,209、210、271、272、273、274、378、379,B - 右边数字 2 单点,B - 左上角数字 9 单点,207,425,1261290,29 + 0.0
U,9,"UNION","OxT",,,分开,115 + 411,A - 左上角数字 1 单点^^^B - 右下角数字 1 单点,A - 左下角数字 3 单点^^^B - 右上角数字 3 单点,303,599,54 + 0.0,115、411,A - 左上角数字 1 单点,A - 左下角数字 3 单点,303,599,1352091,27 + 0.0
,,"We are the stars(QQ炫舞手游原创音乐)","Osz",,红色,分开,165 + 253、165 + 254,B - 右下角数字 1 单点^^^B - 左上角数字 2 蓝条开始,B - 左边数字 4 单点^^^B - 左上角数字 1 蓝条结尾,164,290,51 + 0.3,165,B - 右下角数字 1 单点,B - 左边数字 4 单点,164,290,807645,26 + 0.2
S,9,"Somebody Told Me","Charlie Puth",,,分开,106 + 473、358 + 473,A - 左上角数字 3 单点^^^B - 左下角数字 6 蓝条开始,A - 左下角数字 6 单点^^^B - 左边数字 3 单点,236,518,53 - 0.3,473,B - 左下角数字 6 蓝条开始,B - 左边数字 3 单点,236,518,1264336,27 + 0.4
,,"仁心所向","河图",,,分开,227 + 442、227 + 443、227 + 444、227 + 445、228 + 442、228 + 443、228 + 444、228 + 445、229 + 442、229 + 443,A - 右上角数字 1 单点^^^B - 左上角数字 1 单点,A - 右下角数字 2 单点^^^B - 左下角数字 2 单点,286,501,47 + 0.2,227、228、229、230、442、443、444、445,A - 右上角数字 1 单点,A - 右下角数字 2 单点,286,501,1113418,24 - 0.4
L,6,"Ladybees","蜜蜂少女队",,红色,分开,89 + 188,A - 左上角数字 5 单点、右上角数字 5 单点^^^B - 左下角数字 5 单点、右下角数字 5 单点,A - 左边数字 9 单点^^^B - 右边数字 9 单点,129,304,54 + 0.0,188,B - 左下角数字 5 单点、右下角数字 5 单点,B - 右边数字 9 单点,129,304,845923,27 + 0.0
H,6,"合二为一","王栎鑫",,,分开,246 + 460、246 + 462、246 + 463、246 + 464、246 + 465、248 + 460、248 + 462、248 + 463、248 + 464、248 + 465,A - 左上角数字 1 单点^^^B - 左上角数字 1 单点,A - 左下角数字 5 单点^^^B - 左下角数字 5 单点,300,514,46 + 0.2,246、248、249、250、251、460、462、463、464、465,A - 左上角数字 1 单点,A - 左下角数字 5 单点,300,514,1170294,23 + 0.1
,,"相信未来","MIC男团",,红色,分开,92 + 146、92 + 147、92 + 158、92 + 162、92 + 165、92 + 166,A - 下面数字 12 单点^^^B - 右上角数字 7 单点,A - 左边数字 3 单点^^^B - 右下角数字 14 单点,120,271,47 - 0.3,92,A - 下面数字 12 单点,A - 左边数字 3 单点,120,271,821955,24 - 0.2
W,8,"What U Do to Me","Roshelle",,,分开,338 + 412、338 + 415、338 + 416、338 + 417、339 + 412、339 + 415、339 + 416、339 + 417、339 + 412、339 + 415,B - 左下角数字 8 单点^^^B - 左上角数字 1 单点,B - 左边数字 3 单点^^^B - 左下角数字 6 单点,218,467,52 - 0.1,338、339、340、342,B - 左下角数字 8 单点,B - 左边数字 3 单点,218,467,1269713,27 + 0.0
*,10,"101个愿望","火箭少女101杨超越/火箭少女101赖美云/火箭少女101傅菁",,,分开,160 + 415、160 + 416、160 + 417、160 + 418、161 + 415、161 + 416、161 + 417、161 + 418、162 + 415、162 + 416,A - 上面数字 6 单点^^^B - 上面数字 6 单点,A - 右上角数字 1 单点^^^B - 右下角数字 5 单点,224,478,52 + 0.0,160、161、162、163、415、416、417、418,A - 上面数字 6 单点,A - 右上角数字 1 单点,224,478,1382668,26 + 0.0
W,10,"Whistle(困难版)","Flo Rida",,,分开,242 + 341、243 + 341,A - 左下角数字 5 绿条中间^^^A - 下面数字 5 单点,A - 左上角数字 11 单点、右上角数字 11 单点^^^A - 下面数字 8 单点,393,867,70 + 0.1,242、243,A - 左下角数字 5 绿条中间,A - 左上角数字 11 单点、右上角数字 11 单点,393,867,2084784,37 + 0.3
W,7,"What if(QQ炫舞手游原创音乐)","TetraCalyx",,红色,分开,91 + 217、91 + 218,A - 右上角数字 4 单点^^^B - 右上角数字 1 蓝条开始,A - 右边数字 8 单点^^^B - 左上角数字 4 单点,130,327,46 - 0.5,91,A - 右上角数字 4 单点,A - 右边数字 8 单点,130,327,798495,23 - 0.1
N,9,"NIGHT OF FIRE","森永真由美/浜田ブリトニー",,,分开,70 + 342、70 + 343、70 + 344、70 + 345、70 + 346、70 + 347,A - 右下角数字 5 单点^^^B - 左上角数字 4 绿条结尾,A - 右下角数字 5 单点^^^B - 左下角数字 3 单点,304,547,52 + 0.3,342、343、344、345、346、347,B - 左上角数字 4 绿条结尾,B - 左下角数字 3 单点,304,547,1610086,26 + 0.3
N,9,"你和我的一天","水濑祈",,,分开,160 + 363、160 + 364、160 + 365、160 + 366、160 + 367、160 + 368、160 + 369、160 + 371、161 + 363、161 + 364,A - 下面数字 3 单点^^^B - 上面数字 3 单点,A - 左边数字 10 单点^^^B - 右边数字 10 单点,235,438,64 - 0.2,160、161、162、163、164、165、166、168、363、364,A - 下面数字 3 单点,A - 左边数字 10 单点,235,438,1257990,32 - 0.1
Z,8,"最近","王小帅",,红色,分开,137 + 325、137 + 326、137 + 327、138 + 325、138 + 326、138 + 327、139 + 325、139 + 326、139 + 327,A - 左上角数字 1 单点^^^B - 左上角数字 1 单点,A - 左下角数字 6 蓝条中间^^^B - 左下角数字 6 蓝条中间,177,365,60 + 0.0,137、138、139、325、326、327,A - 左上角数字 1 单点,A - 左下角数字 6 蓝条中间,177,365,1091376,30 + 0.0
,,"完美体贴","新乐尘符/李思雨/林俊呈",,红色,分开,99 + 213,A - 左下角数字 3 蓝条开始^^^B - 左上角数字 3 单点,A - 左上角数字 8 单点^^^B - 左下角数字 10 单点,138,270,47 - 0.3,213,B - 左上角数字 3 单点,B - 左下角数字 10 单点,138,270,757496,24 - 0.5
,,"千年","SING女团",,红色,分开,99 + 134、99 + 135、99 + 136、99 + 137、99 + 144、99 + 145、99 + 146、99 + 147、99 + 148、99 + 176,B - 左上角数字 5 单点^^^B - 右下角数字 1 单点,B - 右下角数字 1 单点^^^B - 左边数字 5 单点,92,206,46 - 0.1,99,B - 左上角数字 5 单点,B - 右下角数字 1 单点,92,206,671515,23 + 0.0
L,7,"铃兰(QQ炫舞手游原创音乐)","埋葬&优十",,,分开,112 + 294,A - 左下角数字 1 单点^^^B - 左下角数字 1 单点,A - 右下角数字 6 绿条中间^^^B - 右上角数字 3 蓝条结尾,206,406,52 + 0.3,294,B - 左下角数字 1 单点,B - 右上角数字 3 蓝条结尾,206,406,1150840,27 - 0.1
,,"玫瑰少年","蔡依林",,红色,分开,68 + 164,A - 左边数字 10 单点^^^B - 右边数字 10 单点,A - 左下角数字 1 单点^^^B - 右上角数字 1 单点,107,195,40 - 0.4,164,B - 右边数字 10 单点,B - 右上角数字 1 单点,107,195,550827,20 - 0.2
X,10,"星月夜","和楽器バンド",,,分开,305 + 456、305 + 458、305 + 582、305 + 584、307 + 456、307 + 458、307 + 582、307 + 584、456 + 582、456 + 584,A - 右下角数字 5 绿条结尾、左下角数字 6 蓝条开始^^^B - 左上角数字 5 绿条结尾、右上角数字 6 蓝条开始,A - 右上角数字 2 单点^^^B - 左下角数字 3 单点,381,658,78 - 0.2,305、307、456、458、582、584,A - 右下角数字 5 绿条结尾、左下角数字 6 蓝条开始,A - 右上角数字 2 单点,381,658,1698433,39 - 0.1
Y,6,"遇上爱","杨丞琳",,红色,分开,80 + 226、80 + 227,A - 右边数字 2 单点^^^B - 左下角数字 1 单点,A - 下面数字 7 单点^^^B - 左上角数字 6 单点,154,326,58 + 0.0,226、227,B - 左下角数字 1 单点,B - 左上角数字 6 单点,154,326,956657,29 + 0.0
R,7,"Rightfully","Mili",,,分开,154 + 465、154 + 466、154 + 467、154 + 472、154 + 473、154 + 474、154 + 479、154 + 480、155 + 465、155 + 466,A - 中间数字 7 单点^^^B - 下面数字 2 单点,A - 右边数字 1 蓝条中间^^^B - 右边数字 1 蓝条中间,258,557,64 - 0.2,154、155、156、161、162、163、168、169、465、466,A - 中间数字 7 单点,A - 右边数字 1 蓝条中间,258,557,1375869,32 - 0.1
