字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
,,"孤注一掷的舞者","DOES",100,,分开,305 + 748、305 + 767、305 + 768、305 + 769、305 + 770,A - 左边单点、右边单点^^^B - 左边左滑条右拐、右边长条开始,A - 左边单点^^^B - 左边单点、右边单点,533,1042,81 + 0.1,767、768、769、770,B - 右边单点,B - 右下单点,533,1042,1774602,42 + 0.1
L,6,"铃兰(QQ炫舞手游原创音乐)","埋葬&优十",,,分开,473 + 616,B - 左边长条结尾、右边单点^^^B - 左边单点,B - 左下滑点^^^B - 左下单点,408,824,61 - 0.4,616,B - 左边单点,B - 左下单点,408,824,1509525,30 + 0.3
N,9,"NIGHT OF FIRE","森永真由美/浜田ブリトニー",,,分开,229 + 891,A - 左边滑点、右边滑点^^^B - 左边单点,A - 左下单点^^^B - 左边长条结尾、右边单点,824,1476,106 + 0.1,891,B - 左边单点,B - 左边长条结尾、右边单点,824,1476,2855882,55 + 0.3
,,"OKAY","王嘉尔",,红色,分开,361 + 422、362 + 422,B - 右下单点^^^B - 左边单点,B - 左边滑点^^^B - 左边单点、右边单点,188,474,66 - 0.4,422,B - 左边单点,B - 左边单点、右边单点,188,474,967945,35 + 0.4
,,"白衣少年","许诗茵",,,分开,859 + 995,B - 左边单点^^^B - 左下单点、右下单点,B - 左下单点、右边单点^^^B - 中间单点,495,1081,65 + 0.3,859,B - 左边单点,B - 左下单点、右边单点,495,1081,1735561,33 + 0.0
S,9,"Scarlet Faith","仲村芽衣子",,,分开,319 + 793,A - 左下单点^^^B - 右边单点,A - 左边长条中间、右边长条中间^^^B - 左下左滑条结尾、右边左滑条结尾,388,860,73 + 0.0,319、793,A - 左下单点,A - 左边长条中间、右边长条中间,388,860,1668662,37 - 0.5
,,"Bon Bon(给他一击)","强东玥",,,分开,181 + 410,A - 左边单点^^^B - 右边单点,A - 右下右滑条开始^^^B - 左下左滑条开始,315,625,52 - 0.4,181、410,A - 左边单点,A - 右下右滑条开始,315,625,1070422,26 - 0.2
T,8,"Take My Hand","Simple Plan",,,分开,389 + 1062、945 + 1062,A - 左下滑点^^^B - 左边长条开始,A - 左边长条结尾、右边长条结尾^^^B - 左边长条结尾、右边长条结尾,581,1211,85 - 0.4,1062,B - 左边长条开始,B - 左边长条结尾、右边长条结尾,581,1211,1846615,44 + 0.3
,,"最好的天气","郭采洁",,红色,分开,389 + 465,B - 右下单点^^^B - 左下单点,B - 左边单点^^^B - 右边单点,221,553,53 + 0.0,389、465,B - 右下单点,B - 左边单点,221,553,989196,27 - 0.5
,,"做我的唯一","新乐尘符/贺子玲",,红色,分开,121 + 246、121 + 247、121 + 249、122 + 246、122 + 247、122 + 249,A - 左边长条中间^^^B - 右边单点,A - 左下单点^^^B - 右边滑点,178,341,56 + 0.1,246、247、249,B - 右边单点,B - 右边滑点,178,341,823819,29 - 0.5
,,"两小无猜","小木",,红色,分开,230 + 452,A - 右边单点^^^B - 右边单点,A - 右边单点^^^B - 左边长条结尾、右边长条结尾,309,705,70 + 0.4,452,B - 右边单点,B - 左边长条结尾、右边长条结尾,309,705,1255204,38 + 0.2
,,"flower of sorrow","花たん",,,分开,289 + 882,A - 左边单点^^^B - 右边单点,A - 左边滑点、右边滑点^^^B - 左边滑点、右边滑点,577,1239,83 - 0.2,289、882,A - 左边单点,A - 左边滑点、右边滑点,577,1239,2149452,41 + 0.4
,,"叮叮当当(QQ炫舞手游原创音乐)","贰哲",,,分开,202 + 683,A - 右边单点^^^B - 左边单点,A - 右下长条开始^^^B - 左下长条开始,499,980,73 - 0.4,202、683,A - 右边单点,A - 右下长条开始,499,980,1517164,36 + 0.3
D,8,"DANCE DANCE","Day6",,,分开,522 + 991、524 + 991、525 + 991,B - 右边左滑条结尾、左边单点^^^B - 左边单点、右下单点,B - 左下单点^^^B - 左下左滑条开始、右边左滑条开始,501,1070,66 + 0.1,991,B - 左边单点、右下单点,B - 左下左滑条开始、右边左滑条开始,501,1070,1701583,33 + 0.1
B,7,"不可思议","金莎",,红色,分开,161 + 499,A - 右边滑点^^^B - 左边滑点,A - 左边滑点^^^B - 右边滑点,336,690,70 + 0.4,161、499,A - 右边滑点,A - 左边滑点,336,690,1300941,35 + 0.2
C,7,"Chilli","SEVENTEEN",,,分开,830 + 1197,B - 左下滑点^^^B - 左下单点、右下滑点,B - 右边长条中间、左边长条中间^^^B - 中间左滑条中间、右边左滑条中间,568,1318,87 + 0.0,1197,B - 左下单点、右下滑点,B - 中间左滑条中间、右边左滑条中间,568,1318,2114349,44 - 0.3
,,"观花","萌娜丽莎/郑冰冰",,红色,分开,215 + 499,A - 左下长条开始^^^B - 右边单点,A - 中间单点^^^B - 右下右滑条中间,314,652,62 + 0.0,499,B - 右边单点,B - 右下右滑条中间,314,652,1078737,31 + 0.0
M,8,"MK Circus","Dough-Boy/王嘉尔",,,分开,563 + 808,B - 左边滑点^^^B - 左边单点、右下单点,B - 右下单点^^^B - 右边长条中间,475,1151,77 - 0.4,808,B - 左边单点、右下单点,B - 右边长条中间,475,1151,1722360,39 - 0.5
,,"I like you(炫舞音乐季主题曲)","孟美岐",100,,分开,36 + 401,A - 左边滑点^^^A - 右下右滑条中间,A - 左边单点^^^A - 左边单点、右边滑点,472,1005,84 + 0.2,36,A - 左边滑点,A - 左边单点,472,1005,1796971,43 + 0.0
,,"黒い羊","欅坂46",,红色,分开,246 + 476,A - 左下滑点^^^B - 左边右滑条开始,A - 左下单点^^^B - 右下单点,306,607,63 + 0.4,476,B - 左边右滑条开始,B - 右下单点,306,607,1080043,33 + 0.0
,,"Don't Threaten Me With A Good Time","Panic! At The Disco",,红色,分开,109 + 280,A - 左下左滑条开始、右下长条开始^^^B - 左下长条中间,A - 右边左滑条中间^^^B - 右下右滑条结尾,187,391,54 + 0.3,280,B - 左下长条中间,B - 右下右滑条结尾,187,391,732738,27 + 0.3
,,"相信未来","MIC男团",,红色,分开,192 + 402、192 + 403、193 + 402、193 + 403,A - 左边长条中间^^^B - 右边单点,A - 右边单点^^^B - 右下单点,257,559,68 + 0.0,192,A - 左边长条中间,A - 右边单点,257,559,1131237,35 - 0.4
,,"彩虹","苏醒",,红色,分开,150 + 350、151 + 350、152 + 350、153 + 350,A - 右下单点^^^B - 右边单点,A - 右边单点^^^B - 左边滑点,236,463,64 + 0.3,350,B - 右边单点,B - 左边滑点,236,463,927115,32 + 0.4
G,10,"Get It On The Floor","DMX",,,分开,459 + 979,A - 左边长条结尾、右边单点^^^B - 左边单点、右边单点,A - 右边单点^^^B - 右边单点,631,1210,78 + 0.1,979,B - 左边单点、右边单点,B - 右边单点,631,1210,2412824,40 - 0.2
,,"Last One Standing","Simple Plan",,,分开,350 + 825,A - 右下滑点^^^B - 左边单点、右边长条开始,A - 左下左滑条结尾、右边左滑条结尾^^^B - 左下左滑条中间,426,1145,77 + 0.3,825,B - 左边单点、右边长条开始,B - 左下左滑条中间,426,1145,1922763,40 - 0.4
P,8,"PIRI","Dreamcatcher",,,分开,75 + 565,A - 左边单点、右下单点^^^B - 左边右滑条中间、右边长条中间,A - 左边单点^^^B - 左下滑点,548,1480,80 - 0.2,565,B - 左边右滑条中间、右边长条中间,B - 左下滑点,548,1480,2322017,41 + 0.2
,,"Time with you","圭贤",,红色,分开,122 + 338,A - 右下单点^^^B - 左下滑点,A - 左下单点^^^B - 右边单点,221,415,48 - 0.1,122,A - 右下单点,A - 左下单点,221,415,711120,24 + 0.0
L,6,"绿色","陈雪凝",,红色,分开,272 + 441,A - 右下单点^^^B - 左边单点、右边单点,A - 左边右滑条结尾、右边左滑条结尾^^^B - 左下单点,347,626,61 - 0.1,272,A - 右下单点,A - 左边右滑条结尾、右边左滑条结尾,347,626,1093246,31 + 0.0
X,8,"像暗杀似的绕到背后突然拥抱你","太一",,,分开,99 + 697、100 + 697,A - 中间单点^^^B - 左边单点,A - 右下单点^^^B - 右边单点,433,796,70 - 0.3,697,B - 左边单点,B - 右边单点,433,796,1549969,35 + 0.1
,,"朝代","排骨教主",,红色,分开,215 + 451,A - 右下滑点^^^B - 左下滑点,A - 右边长条结尾^^^B - 左边长条结尾,307,656,69 - 0.2,215、451,A - 右下滑点,A - 右边长条结尾,307,656,1078421,34 + 0.4
,,"魂不守舍","朱星杰",,,分开,197 + 384、197 + 388、197 + 384、197 + 388、201 + 384、201 + 388、201 + 384、201 + 388,A - 左边滑点^^^B - 右边滑点,A - 左边滑点^^^B - 右边滑点,286,632,52 - 0.2,197、201、384、388,A - 左边滑点,A - 左边滑点,286,632,1034768,26 - 0.1
,,"吸引定律","Awaken-F",,红色,分开,200 + 431,A - 右边长条中间^^^B - 左边长条中间,A - 左边单点^^^B - 右边滑点,301,563,58 - 0.4,200,A - 右边长条中间,A - 左边单点,301,563,975235,29 + 0.0
S,8,"生而倔强","熊汝霖",20、100,,分开,241 + 744,A - 左边单点、右边单点^^^B - 左边单点、右边单点,A - 右边左滑条中间^^^B - 左边右滑条中间,503,990,74 - 0.4,241、744,A - 左边单点、右边单点,A - 右边左滑条中间,503,990,1660167,37 - 0.2
,,"空白少女电子祭","天音/zun",,,分开,771 + 840,B - 左边单点^^^B - 左下长条开始,B - 左下单点^^^B - 左下滑点、右下滑点,392,938,70 - 0.1,840,B - 左下长条开始,B - 左下滑点、右下滑点,392,938,1703108,37 - 0.2
*,9,"[A]ddiction","EVO+",,,分开,66 + 915,A - 右下单点^^^B - 左边单点,A - 左边单点^^^B - 左边单点,563,1263,86 + 0.3,915,B - 左边单点,B - 左边单点,563,1263,2455915,45 - 0.1
,,"幸福症候群","nanawoakari",,,分开,201 + 475、309 + 475、475 + 596,A - 左边长条结尾、右下滑点^^^B - 左下单点,A - 左下单点^^^B - 右下单点,413,986,69 - 0.3,475,B - 左下单点,B - 右下单点,413,986,1552401,35 - 0.5
S,8,"So Good","Red Velvet",,,分开,357 + 850,A - 左下单点^^^B - 右下单点,A - 右边滑点^^^B - 左边滑点,486,943,73 + 0.2,357、850,A - 左下单点,A - 右边滑点,486,943,1543600,37 - 0.4
M,8,"My Song","花泽香菜",,,分开,409 + 783,A - 左下单点^^^B - 左下滑点,A - 左边右滑条结尾、右边单点^^^B - 右下长条开始,494,968,70 - 0.3,783,B - 左下滑点,B - 右下长条开始,494,968,1695458,36 - 0.5
,,"星期天","张紫豪",,红色,分开,190 + 438、191 + 438、192 + 438、193 + 438、195 + 438、198 + 438,A - 左下单点^^^B - 左边单点、右下单点,A - 左边单点、右下单点^^^B - 左边单点,248,537,67 + 0.3,438,B - 左边单点、右下单点,B - 左边单点,248,537,1029496,37 - 0.4
T,9,"太烦恼","杨丞琳",,,分开,893 + 956,B - 左下滑点^^^B - 左边单点,B - 左下单点^^^B - 右下滑点,444,1039,70 + 0.3,951、952、954,B - 右下单点,B - 左下单点、右边单点,444,1039,1761303,37 + 0.4
,,"BET","Da-iCE",,红色,分开,330 + 506,B - 左边单点^^^B - 右边单点,B - 左下滑点^^^B - 左边长条结尾,248,588,56 + 0.0,506,B - 右边单点,B - 左边长条结尾,248,588,1058364,28 + 0.1
,,"ME!","Taylor Swift/Brendon Urie",,红色,分开,71 + 219,A - 左边滑点^^^B - 右边滑点,A - 右边长条结尾^^^B - 左边长条结尾,170,380,57 + 0.2,219,B - 右边滑点,B - 左边长条结尾,170,380,734354,29 - 0.4
,,"不念则忘","音阙诗听/赵方婧",,红色,分开,356 + 456,B - 右下单点^^^B - 左边长条开始,B - 右边单点^^^B - 右下长条结尾,267,519,48 - 0.2,456,B - 左边长条开始,B - 右下长条结尾,267,519,852038,24 + 0.3
S,8,"SUPERMOON","HIROOMI TOSAKA",,,分开,355 + 737,A - 左边单点^^^B - 右边单点,A - 中间单点^^^B - 中间单点,438,820,76 + 0.0,355、737,A - 左边单点,A - 中间单点,438,820,1503110,38 + 0.0
S,6,"Slow It Down","Charlie Puth",,红色,分开,333 + 406,B - 右下单点^^^B - 左边单点,B - 右边单点^^^B - 右边滑点,311,661,68 - 0.5,333,B - 右下单点,B - 右边单点,311,661,1158524,34 - 0.1
,,"疯了吧","TWICE",,红色,分开,140 + 382,A - 右边单点^^^B - 左边单点、右边单点,A - 左边单点^^^B - 左边长条中间,207,481,64 - 0.5,382,B - 左边单点、右边单点,B - 左边长条中间,207,481,964219,33 - 0.4
E,7,"Everything I Need","Skylar Grey",,,分开,535 + 684,B - 左边右滑条中间^^^B - 左边单点,B - 左边长条结尾、右边单点^^^B - 左下滑点,400,962,63 + 0.4,684,B - 左边单点,B - 左下滑点,400,962,1390261,32 + 0.2
,,"On My Way","Alan Walker/Sabrina Carpenter/Farruko",,红色,分开,134 + 221、134 + 222,B - 左边单点^^^B - 右下单点,B - 左下单点^^^B - 左下单点,122,284,54 + 0.2,221、222,B - 右下单点,B - 左下单点,122,284,649051,28 - 0.3
,,"She is","OVAN/SHAUN",,红色,分开,173 + 309,A - 左边右滑条开始^^^B - 左下长条开始、右下右滑条开始,A - 右下长条结尾^^^B - 右下长条结尾,249,432,54 - 0.1,173,A - 左边右滑条开始,A - 右下长条结尾,249,432,763931,28 - 0.4
D,10,"Dura","Daddy Yankee",,,分开,179 + 738、181 + 738、186 + 738、188 + 738、738 + 1178、738 + 1180、738 + 1185、738 + 1187、740 + 1178、740 + 1180,A - 左边单点、右边单点^^^B - 左边单点,A - 右边滑点^^^B - 左边单点、右边单点,571,1347,81 + 0.1,738,B - 左边单点,B - 左边单点、右边单点,571,1347,2973850,41 + 0.0
,,"豆你玩","李子璇",,红色,分开,310 + 405、310 + 406,B - 左边单点^^^B - 右边单点,B - 右边单点^^^B - 左下单点,286,564,76 - 0.4,310,B - 左边单点,B - 右边单点,286,564,1116038,38 + 0.0
,,"HERO","李子璇",,红色,分开,366 + 490,B - 左下滑点^^^B - 右边单点,B - 左边单点、右下滑点^^^B - 左边单点,268,587,74 + 0.2,366,B - 左下滑点,B - 左边单点、右下滑点,268,587,1147830,40 - 0.3
H,8,"Happy Song","南征北战NZBZ",,,分开,290 + 758,A - 左边滑点、右下滑点^^^A - 左下滑点、右边滑点,A - 左边长条开始、右下长条开始^^^A - 左下长条开始、右边长条开始,929,1612,115 + 0.2,290,A - 左边滑点、右下滑点,A - 左边长条开始、右下长条开始,929,1612,2318340,59 + 0.4
L,6,"零之相册(QQ炫舞手游原创音乐)","埋葬&优十",,,分开,93 + 690,A - 左下左滑条中间^^^B - 右边长条中间,A - 右下滑点^^^B - 左下滑点,554,1205,75 + 0.4,93,A - 左下左滑条中间,A - 右下滑点,554,1205,1810475,39 - 0.4
K,10,"克罗地亚第二狂想曲","Various Artists",,蓝色,分开,1571 + 2033、1572 + 2033、1573 + 2033、1574 + 2033、1575 + 2033、1576 + 2033、1577 + 2033、1578 + 2033,B - 左边单点^^^B - 中间单点,B - 左边单点、右边单点^^^B - 左边长条结尾、中间长条结尾、右边长条结尾,1116,2213,109 - 0.1,2033,B - 中间单点,B - 左边长条结尾、中间长条结尾、右边长条结尾,1116,2213,4563689,60 + 0.3
,,"Radiant","TANGRAM",,,分开,335 + 838,A - 左下右滑条左拐、右下滑点^^^B - 右下左滑条右拐、左下滑点,A - 右边左滑条中间、左边单点^^^B - 左边右滑条中间、右边单点,525,1073,79 + 0.4,335、838,A - 左下右滑条左拐、右下滑点,A - 右边左滑条中间、左边单点,525,1073,1754718,40 - 0.3
Y,6,"鹦鹉","任然",,,分开,282 + 676,A - 右边滑点^^^B - 右边单点,A - 左边单点^^^B - 左下左滑条结尾、右边单点,514,907,66 + 0.1,282,A - 右边滑点,A - 左边单点,514,907,1469040,34 - 0.5
,,"雨后的咖啡","SNP",,红色,分开,176 + 254,A - 左边滑点^^^A - 右边左滑条开始,A - 左边滑点^^^A - 左边长条结尾,339,624,52 + 0.1,254,A - 右边左滑条开始,A - 左边长条结尾,339,624,977393,28 - 0.5
,,"You(=I)","脸红的思春期",,红色,分开,23 + 94,A - 右下单点^^^A - 左边单点、右边单点,A - 右边滑点^^^A - 右边长条结尾、左边单点,318,650,67 - 0.5,23,A - 右下单点,A - 右边滑点,318,650,1190596,35 - 0.5
P,8,"偏偏","Sihan/银临",,,分开,123 + 661、123 + 662、124 + 661、124 + 662、125 + 661、125 + 662,A - 右边单点^^^B - 右下单点,A - 右边滑点^^^B - 右下单点,420,965,72 - 0.4,123、124、125、661、662,A - 右边单点,A - 右边滑点,420,965,1528545,36 - 0.2
,,"我曾","1908公社",,红色,分开,52 + 280、52 + 281、52 + 286、52 + 287、52 + 288、52 + 289、52 + 290,A - 右下单点^^^B - 右下单点,A - 右边单点^^^B - 左下单点,212,450,61 + 0.0,280、281、286、287、288、289、290,B - 右下单点,B - 左下单点,212,450,978199,31 - 0.5
C,8,"Chain","NCT 127",,,分开,362 + 742、362 + 744、362 + 742、362 + 744、362 + 742、362 + 744、362 + 742、362 + 744、362 + 742、362 + 744,A - 左下单点、右边单点^^^B - 左边单点、右下单点,A - 左边单点^^^B - 右边单点,441,821,74 + 0.0,362、364、742、744,A - 左下单点、右边单点,A - 左边单点,441,821,1544812,37 + 0.0
,,"No One Else Like You","Adam Levine",,红色,分开,297 + 392,B - 右边单点^^^B - 右边滑点,B - 左边单点^^^B - 右边长条结尾,254,572,54 + 0.1,392,B - 右边滑点,B - 右边长条结尾,254,572,934727,28 - 0.5
,,"甜甜的情歌","Young 7",,红色,分开,160 + 441、161 + 441、168 + 441,A - 左边单点^^^B - 右下单点,A - 左边单点^^^B - 左下长条结尾,307,523,59 + 0.1,160、161、168,A - 左边单点,A - 左边单点,307,523,989641,30 - 0.3
J,8,"境界の彼方","茅原実里",,,分开,67 + 1292、67 + 1294,A - 左边滑点^^^B - 右下长条中间,A - 左边单点、右下单点^^^B - 右边长条中间、左下单点,783,1419,86 + 0.4,67,A - 左边滑点,A - 左边单点、右下单点,783,1419,2017003,46 - 0.4
,,"Loved","Highlight",,,分开,208 + 456,A - 右边单点^^^B - 左边单点,A - 左边单点^^^B - 右边单点,285,577,52 - 0.4,208、456,A - 右边单点,A - 左边单点,285,577,984582,26 - 0.2
,,"We are the stars(QQ炫舞手游原创音乐)","Osz",,红色,分开,228 + 472、228 + 473、229 + 472、229 + 473,A - 左下单点^^^B - 右下单点,A - 左边单点^^^B - 右边单点,394,681,62 - 0.3,228、229,A - 左下单点,A - 左边单点,394,681,1009068,32 - 0.1
,,"闺蜜大过天","李子璇/吴芊盈",,红色,分开,107 + 292、107 + 297、112 + 292、112 + 297,A - 右下长条开始^^^B - 左下长条开始,A - 右下单点^^^B - 右下单点,215,440,53 + 0.0,107、112、292、297,A - 右下长条开始,A - 右下单点,215,440,748775,27 - 0.5
,,"I am YOU","Stray Kids",,,分开,427 + 792,A - 右下滑点^^^B - 左下滑点,A - 左边单点^^^B - 右边单点,573,985,75 - 0.4,427、792,A - 右下滑点,A - 左边单点,573,985,1557545,37 + 0.3
,,"声音之城","飞儿乐团",,红色,分开,61 + 337,A - 右下滑点^^^B - 左下滑点,A - 左边单点^^^B - 右边单点,266,514,73 - 0.5,337,B - 左下滑点,B - 右边单点,266,514,1087215,37 - 0.2
,,"觅","王喆",,,分开,431 + 882、431 + 884、433 + 882、433 + 884,B - 左下单点、右边单点^^^B - 右下单点,B - 右下单点^^^B - 左下单点,413,933,69 + 0.3,882、884,B - 右下单点,B - 左下单点,413,933,1925651,36 + 0.3
H,8,"Hypnotic","Zella Day",,,分开,328 + 817,A - 左边单点、右边单点^^^B - 左边单点、右边单点,A - 左下左滑条中间、右下右滑条中间^^^B - 左下左滑条中间、右下右滑条中间,725,1422,77 - 0.2,328、817,A - 左边单点、右边单点,A - 左下左滑条中间、右下右滑条中间,725,1422,2292360,38 + 0.4
,,"I'm OK","小青龙",,,分开,134 + 235、134 + 237、134 + 238、134 + 239、134 + 240、235 + 617、237 + 617、238 + 617、239 + 617、240 + 617,A - 右边单点^^^A - 右边单点,A - 左边滑点^^^A - 右下滑点,323,793,72 + 0.0,235、237、238、239、240,A - 右边单点,A - 右下滑点,323,793,1426758,37 - 0.2
,,"倾杯","SING女团",,红色,分开,376 + 762、379 + 762,A - 右下滑点^^^B - 左边单点、右边单点,A - 右边滑点^^^B - 左下滑点,452,870,75 + 0.2,762,B - 左边单点、右边单点,B - 左下滑点,452,870,1459906,39 + 0.1
N,10,"Naruto Main Theme","六三四",100,,分开,463 + 1541,A - 左下左滑条中间^^^B - 左边单点,A - 左边右滑条结尾、右边单点^^^B - 左边左滑条右拐、右边单点,1010,1835,81 + 0.4,1541,B - 左边单点,B - 左边左滑条右拐、右边单点,1010,1835,2958382,44 - 0.1
,,"工笔","Awaken-F",,,分开,170 + 635,A - 左边单点^^^B - 右边单点,A - 右下滑点^^^B - 左下滑点,377,842,70 + 0.0,170、635,A - 左边单点,A - 右下滑点,377,842,1731312,35 + 0.0
C,6,"藏不住","BY2/萧秉治",,,分开,286 + 727、296 + 727,A - 右下右滑条中间^^^B - 右边滑点,A - 左下单点^^^B - 右下长条结尾,351,819,54 - 0.5,727,B - 右边滑点,B - 右下长条结尾,351,819,1213287,28 + 0.2
H,8,"换我陪你","炎亚纶",,,分开,440 + 785、785 + 1054,A - 右边长条中间、左下单点^^^B - 右边长条中间,A - 左边单点^^^B - 右边滑点,589,1205,66 - 0.5,785,B - 右边长条中间,B - 右边滑点,589,1205,1857849,33 + 0.0
,,"Loki","BC221",,,分开,117 + 317、117 + 320、117 + 317、117 + 320、117 + 317、117 + 320,A - 左边滑点^^^B - 左边滑点,A - 左下滑点^^^B - 左边单点,255,482,50 + 0.0,117、317、320,A - 左边滑点,A - 左下滑点,255,482,948141,25 + 0.0
,,"I Got You","Bebe Rexha",,红色,分开,133 + 322,A - 右边滑点^^^B - 左边滑点,A - 左边单点^^^B - 右边单点,205,429,71 + 0.4,133、322,A - 右边滑点,A - 左边单点,205,429,843574,36 - 0.3
,,"PRINCESS","Samuel",,红色,分开,299 + 381、299 + 384,B - 右下单点^^^B - 右下滑点,B - 左下滑点^^^B - 左下长条结尾,210,494,54 - 0.2,381、384,B - 右下滑点,B - 左下长条结尾,210,494,901068,29 - 0.4
F,8,"风云喜","李常超",,,分开,641 + 878,B - 右边单点^^^B - 右边单点,B - 左边单点^^^B - 右边长条结尾、左边单点,394,990,71 - 0.1,878,B - 右边单点,B - 右边长条结尾、左边单点,394,990,1613450,36 + 0.2
,,"马上上马","庄园",,,分开,383 + 738,A - 左边单点^^^B - 右边单点,A - 右边单点^^^B - 左边单点,509,911,77 - 0.2,383、738,A - 左边单点,A - 右边单点,509,911,1726849,38 + 0.4
,,"我的告白","王栎鑫/周文杰",,,分开,395 + 859,A - 右边长条开始^^^B - 左边长条开始,A - 左边长条中间^^^B - 右边长条中间,639,1103,76 + 0.0,395、859,A - 右边长条开始,A - 左边长条中间,639,1103,1801090,38 + 0.0
H,8,"换世奇恋","排骨教主",,,分开,470 + 1126,A - 左边单点^^^B - 右边滑点,A - 左下左滑条结尾、右下右滑条结尾^^^B - 右边长条中间,580,1463,80 + 0.1,1126,B - 右边滑点,B - 右边长条中间,580,1463,2088518,41 + 0.0
,,"Candy Boy","TWICE",,,分开,965 + 1242、965 + 1245,B - 右边单点^^^B - 左边长条中间,B - 右边长条中间^^^B - 右边左滑条结尾、左下左滑条中间,516,1352,73 - 0.1,965,B - 右边单点,B - 右边长条中间,516,1352,2050070,37 - 0.3
,,"Focus","TANGRAM",,,分开,710 + 817,B - 右下单点^^^B - 右下单点,B - 右边滑点^^^B - 左边滑点,378,944,77 - 0.4,710,B - 右下单点,B - 右边滑点,378,944,1605992,40 + 0.3
,,"合二为一","王栎鑫",,,分开,355 + 830、355 + 838、355 + 846、355 + 830、355 + 838、355 + 846、355 + 830、355 + 838、355 + 846、355 + 830,A - 左边滑点^^^B - 右边滑点,A - 左下滑点、右边滑点^^^B - 左边滑点、右下滑点,629,1104,64 - 0.2,355、363、371、830、838、846,A - 左边滑点,A - 左下滑点、右边滑点,629,1104,1608658,32 - 0.1
,,"遇上爱","杨丞琳",,红色,分开,130 + 430,A - 右边单点^^^B - 左边单点,A - 右边滑点^^^B - 左边滑点,315,650,75 - 0.4,130、430,A - 右边单点,A - 右边滑点,315,650,1173165,37 + 0.3
A,7,"爱不得 恨不得 舍不得","胡彦斌",,,分开,404 + 921,A - 左下滑点、右边滑点^^^B - 左边滑点、右下滑点,A - 左边单点^^^B - 右边单点,502,1019,76 - 0.4,404、921,A - 左下滑点、右边滑点,A - 左边单点,502,1019,1890590,38 - 0.2
,,"Flamingo","米津玄師",,红色,分开,210 + 486,A - 左下长条开始、右下右滑条开始^^^B - 左下左滑条开始、右下长条开始,A - 右边单点^^^B - 左边单点,329,699,57 - 0.4,210、486,A - 左下长条开始、右下右滑条开始,A - 右边单点,329,699,1053161,28 + 0.3
,,"Shiny","高颖浠",,,分开,424 + 629、629 + 1058,A - 右边长条中间、左下单点^^^A - 左下单点,A - 左边单点^^^A - 左边滑点、右边滑点,749,1370,102 - 0.3,629,A - 左下单点,A - 左边滑点、右边滑点,749,1370,2568440,60 + 0.1
