字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
,,"后会无期","徐良/汪苏泷",,红色,分开,81 + 189、81 + 203、81 + 189、81 + 203、81 + 189、81 + 203、81 + 189、81 + 203、81 + 189、81 + 203,A - 四轨单点^^^B - 一轨单点,A - 一轨单点^^^B - 四轨单点,123,271,36 + 0.0,189、203,B - 一轨单点,B - 四轨单点,123,271,478916,18 + 0.0
,,"星期天","张紫豪",,红色,分开,176 + 436、176 + 437、176 + 438、177 + 436、177 + 437、177 + 438、191 + 436、191 + 437、191 + 438,A - 三轨单点^^^B - 三轨单点,A - 三轨单点^^^B - 一轨单点,242,529,70 - 0.3,436、437、438,B - 三轨单点,B - 一轨单点,242,529,1083275,37 - 0.1
Y,9,"雲を抜けた青空","Da-iCE",100,,分开,328 + 961、854 + 961,A - 一轨长条中间、三轨长条中间^^^B - 二轨单点,A - 一轨单点、三轨长条左滑^^^B - 一轨长条右滑、三四轨滑键,485,1040,73 + 0.4,961,B - 二轨单点,B - 一轨长条右滑、三四轨滑键,485,1040,1842293,37 + 0.0
,,"Monsters","Katie Sky",,红色,分开,104 + 225,A - 四轨单点^^^B - 一轨单点,A - 三轨单点^^^B - 二轨单点,180,369,49 + 0.0,104、225,A - 四轨单点,A - 三轨单点,180,369,701761,25 - 0.5
,,"Bon Bon(给他一击)","强东玥",,红色,分开,176 + 437、176 + 556、437 + 556,A - 四轨长条左滑^^^B - 一轨长条右滑,A - 一轨单点、四轨长条结尾^^^B - 一轨长条结尾、四轨单点,374,697,68 + 0.0,176、437、556,A - 四轨长条左滑,A - 一轨单点、四轨长条结尾,374,697,1270636,34 + 0.0
,,"太阳雨","QQ炫舞原创",,红色,分开,204 + 252、209 + 252,B - 二轨长条开始^^^B - 四轨长条开始,B - 二轨单点^^^B - 三轨长条中间,158,325,44 - 0.5,238,B - 三轨单点,B - 一轨长条结尾、四轨长条结尾,158,325,524165,24 - 0.1
J,9,"境界の彼方","茅原実里",,,分开,427 + 1137,A - 二轨长条左滑、四轨长条左滑^^^B - 一轨长条右滑、三轨长条右滑,A - 一轨长条右滑、四轨单点^^^B - 一轨单点、四轨长条左滑,855,1577,103 - 0.2,1137,B - 一轨长条右滑、三轨长条右滑,B - 一轨单点、四轨长条左滑,855,1577,2390500,52 + 0.0
,,"ME!","Taylor Swift/Brendon Urie",,红色,分开,62 + 187、62 + 188、62 + 190,A - 一轨长条开始、四轨单点^^^B - 三轨单点,A - 一轨单点^^^B - 一轨长条结尾,153,327,57 + 0.4,187、188、190,B - 三轨单点,B - 一轨长条结尾,153,327,717210,29 - 0.3
Q,6,"青花引","Ace组合",,红色,分开,239 + 359、239 + 361、239 + 362、240 + 359、240 + 361、240 + 362、241 + 359、241 + 361、241 + 362、242 + 359,A - 二轨单点^^^B - 三轨单点,A - 一轨单点^^^B - 一轨单点,294,529,60 - 0.3,359、361、362,B - 三轨单点,B - 一轨单点,294,529,1038107,30 + 0.1
Y,6,"遇上爱","杨丞琳",,红色,分开,145 + 455,A - 二轨单点^^^B - 三轨单点,A - 二轨长条左滑^^^B - 三轨长条右滑,330,667,72 + 0.0,145、455,A - 二轨单点,A - 二轨长条左滑,330,667,1167533,36 + 0.0
D,8,"Don't Leave Me","防弹少年团",50,红色,分开,274 + 646,A - 一轨长条中间、四轨长条中间^^^B - 一轨长条中间、四轨长条中间,A - 一轨长条右滑、四轨单点^^^B - 一轨单点、四轨长条左滑,378,775,79 + 0.2,646,B - 一轨长条中间、四轨长条中间,B - 一轨单点、四轨长条左滑,378,775,1507635,42 + 0.1
,,"Maps","Maroon 5",,,分开,155 + 471,A - 三轨长条中间^^^B - 一轨长条中间,A - 四轨单点^^^B - 一轨长条结尾、四轨长条结尾,245,540,52 - 0.1,471,B - 一轨长条中间,B - 一轨长条结尾、四轨长条结尾,245,540,1025988,26 + 0.0
,,"Baby Don't Cry","于湉",,红色,分开,161 + 372,A - 二轨长条开始^^^B - 三轨长条开始,A - 二轨单点^^^B - 三轨单点,223,434,60 + 0.4,161、372,A - 二轨长条开始,A - 二轨单点,223,434,965912,30 + 0.2
C,8,"Chain","NCT 127",,,分开,127 + 442,A - 四轨长条左滑^^^B - 一轨长条中间,A - 二轨单点^^^B - 一轨单点,380,793,70 + 0.4,127,A - 四轨长条左滑,A - 二轨单点,380,793,1481073,35 + 0.4
,,"空山新雨后","音阙诗听/锦零",,红色,分开,248 + 296,B - 四轨单点^^^B - 二轨单点,B - 一轨长条开始^^^B - 二轨长条中间,166,354,54 + 0.0,266,B - 一轨长条中间,B - 三轨单点,166,354,746201,28 + 0.2
,,"The Fire","吉克隽逸",,红色,分开,167 + 363、167 + 364、168 + 363、168 + 364,A - 一轨单点^^^B - 三轨单点,A - 二轨单点、四轨单点^^^B - 一轨单点、三轨单点,270,506,66 - 0.2,167、168、363、364,A - 一轨单点,A - 二轨单点、四轨单点,270,506,940338,33 - 0.1
,,"帅一个","罗志祥",,,分开,623 + 954,B - 一轨长条中间、三轨长条开始^^^B - 二轨长条右滑,B - 二轨长条右滑^^^B - 二轨长条右滑、四轨单点,486,1177,99 - 0.1,623,B - 一轨长条中间、三轨长条开始,B - 二轨长条右滑,486,1177,2230112,50 - 0.5
,,"直到世界终结(困难版)","WANDS",,,分开,505 + 953,B - 一轨长条中间、五轨长条中间^^^B - 一轨长条开始、五轨长条开始,B - 二一轨滑键、五轨长条左滑^^^B - 一轨长条中间,452,1327,110 - 0.2,953,B - 一轨长条开始、五轨长条开始,B - 一轨长条中间,452,1327,2677033,59 + 0.2
,,"LOVE IT LIVE IT","YDPP",,红色,分开,398 + 484,B - 一轨单点^^^B - 二轨单点、三轨单点,B - 一轨单点^^^B - 三轨单点,230,557,59 + 0.2,484,B - 二轨单点、三轨单点,B - 三轨单点,230,557,1118688,32 + 0.1
H,9,"Hey Baby 你是我的","李佳薇",,,分开,242 + 511、242 + 752、511 + 752,A - 四轨长条左滑^^^B - 四轨长条左滑,A - 一轨单点^^^B - 一轨单点,441,934,77 + 0.0,242、511、752,A - 四轨长条左滑,A - 一轨单点,441,934,1888852,39 - 0.5
L,10,"恋人募集中","天月-あまつき-",,,分开,822 + 1084,B - 一二轨滑条、四三轨滑键^^^B - 一二轨滑键、四三轨滑条,B - 三轨长条右滑^^^B - 二轨长条左滑,633,1380,95 + 0.2,822、1084,B - 一二轨滑条、四三轨滑键,B - 三轨长条右滑,633,1380,2343804,48 - 0.4
S,6,"声音之城","飞儿乐团",,红色,分开,104 + 358、105 + 358,A - 四轨单点^^^B - 二轨单点,A - 四轨单点^^^B - 一轨单点,259,513,65 + 0.4,104、105、358,A - 四轨单点,A - 四轨单点,259,513,1141389,33 - 0.3
W,7,"往后余生","王贰浪",,,分开,285 + 686,A - 一轨单点、三四轨滑条^^^B - 二一轨滑条、四轨单点,A - 四轨长条中间^^^B - 一轨长条中间,384,872,77 + 0.3,686,B - 二一轨滑条、四轨单点,B - 一轨长条中间,384,872,1558658,41 - 0.1
Z,10,"ZastiZ(QQ炫舞手游原创音乐)","JurokuNeta",50,,分开,424 + 508,B - 三轨单点^^^B - 一轨长条右滑,B - 三轨长条左滑^^^B - 二轨长条左滑,383,820,96 + 0.0,508,B - 一轨长条右滑,B - 二轨长条左滑,383,820,2058671,50 + 0.4
D,8,"等待","黄龄",,,分开,280 + 817,A - 一轨单点^^^B - 四轨单点,A - 一轨单点、三轨长条左滑^^^B - 二轨长条右滑、四轨单点,599,1136,88 - 0.2,280、817,A - 一轨单点,A - 一轨单点、三轨长条左滑,599,1136,2080293,44 - 0.1
,,"甜甜的情歌","Young 7",,红色,分开,87 + 276,A - 一轨单点^^^B - 二轨长条中间,A - 三轨单点^^^B - 三四轨滑键,227,424,56 - 0.2,276,B - 二轨长条中间,B - 三四轨滑键,227,424,908835,28 + 0.1
B,6,"Bo Peep Bo Peep","T-ara",,红色,分开,189 + 409,A - 一轨单点^^^B - 一轨单点,A - 三轨单点^^^B - 一轨单点,269,557,68 + 0.0,409,B - 一轨单点,B - 一轨单点,269,557,1296902,36 + 0.0
R,8,"Rightfully","Mili",,,分开,695 + 792,B - 四轨长条中间^^^B - 二轨长条中间,B - 一轨长条结尾、四轨长条结尾^^^B - 一轨单点、三轨单点,419,940,61 - 0.4,792,B - 二轨长条中间,B - 一轨单点、三轨单点,419,940,1754748,31 - 0.5
,,"1234","韩安旭",,红色,分开,103 + 316,A - 三轨单点^^^B - 三轨单点,A - 三轨长条开始^^^B - 三轨长条开始,259,508,53 + 0.2,103、316,A - 三轨单点,A - 三轨长条开始,259,508,960572,27 - 0.4
,,"闺蜜大过天","李子璇/吴芊盈",,红色,分开,107 + 354、112 + 354、261 + 354、270 + 354、275 + 354,A - 三轨长条开始^^^B - 三四轨滑键,A - 三轨单点^^^B - 三轨长条中间,205,409,51 + 0.0,354,B - 三四轨滑键,B - 三轨长条中间,205,409,731261,26 - 0.2
,,"我们是太阳","筷子兄弟",,,分开,180 + 279、180 + 513、180 + 612、279 + 513、279 + 612、513 + 612,A - 一轨单点^^^A - 四轨单点,A - 二轨长条开始^^^A - 一轨长条开始,349,708,56 + 0.0,180、279、513、612,A - 一轨单点,A - 二轨长条开始,349,708,1070974,28 + 0.0
,,"FOOLISH","Meghan Trainor",,,分开,386 + 476,B - 四轨单点^^^B - 一轨单点,B - 四轨单点^^^B - 一轨长条结尾,262,525,51 - 0.1,386,B - 四轨单点,B - 四轨单点,262,525,1012131,26 - 0.3
Q,8,"前尘","SING女团",,红色,分开,554 + 632,B - 三轨单点^^^B - 一轨长条右滑,B - 二一轨滑键、四三轨滑键^^^B - 一轨单点,392,747,81 - 0.4,632,B - 一轨长条右滑,B - 一轨单点,392,747,1524764,41 - 0.2
*,9,"オメガリズム","UPLIFT SPICE",,,分开,109 + 860、109 + 861、109 + 862、109 + 863、109 + 864、109 + 865、109 + 866、109 + 867、109 + 868、109 + 869,A - 一轨长条右滑^^^B - 三轨单点,A - 三轨单点^^^B - 一轨单点,490,1202,80 + 0.2,109,A - 一轨长条右滑,A - 三轨单点,490,1202,2407521,40 + 0.2
P,9,"PIRI","Dreamcatcher",,,分开,266 + 897、596 + 897,A - 三轨长条左滑^^^B - 一轨长条右滑、四轨长条左滑,A - 二轨单点^^^B - 三轨长条右滑,405,1056,69 - 0.3,897,B - 一轨长条右滑、四轨长条左滑,B - 三轨长条右滑,405,1056,2209662,34 + 0.4
,,"For You","高颖浠",,红色,分开,168 + 356,A - 三轨单点^^^B - 三轨单点,A - 二轨单点^^^B - 一轨长条开始,210,455,62 + 0.3,168,A - 三轨单点,A - 二轨单点,210,455,888820,32 - 0.5
,,"做我的唯一","新乐尘符/贺子玲",,红色,分开,141 + 288,A - 二轨单点^^^B - 四轨单点,A - 二轨单点^^^B - 一轨单点,193,332,56 + 0.0,141,A - 二轨单点,A - 二轨单点,193,332,849168,30 - 0.5
Z,7,"最近","王小帅",50,红色,分开,176 + 471、176 + 472、176 + 475、176 + 476、176 + 477、177 + 471、177 + 472、177 + 475、177 + 476、177 + 477,A - 四轨单点^^^B - 一轨单点,A - 二轨单点^^^B - 三轨单点,270,565,72 + 0.0,176、177、180、181、182、471、472、475、476、477,A - 四轨单点,A - 二轨单点,270,565,1304576,36 + 0.0
,,"flower of sorrow","花たん",,,分开,521 + 1185,A - 四轨长条中间^^^B - 一轨长条中间,A - 二一轨滑键、四轨单点^^^B - 一轨单点、三四轨滑键,624,1347,86 + 0.2,521、1185,A - 四轨长条中间,A - 二一轨滑键、四轨单点,624,1347,2350367,43 + 0.1
,,"当你","林俊杰",,红色,分开,374 + 476、374 + 478、374 + 481,B - 一二轨滑键、四轨长条开始^^^B - 四轨长条中间,B - 四轨长条中间^^^B - 二轨长条中间、四三轨滑键,251,762,75 + 0.0,476、478、481,B - 四轨长条中间,B - 二轨长条中间、四三轨滑键,251,762,1410133,39 + 0.0
,,"那时正好","赵政豪",,红色,分开,583 + 808,B - 二轨长条开始、四轨长条左滑^^^B - 一轨长条中间、四轨长条中间,B - 一轨长条中间、四轨长条中间^^^B - 一轨长条中间、四轨长条左滑,323,965,83 + 0.4,808,B - 一轨长条中间、四轨长条中间,B - 一轨长条中间、四轨长条左滑,323,965,1552562,45 + 0.3
,,"白衣少年","许诗茵",,,分开,636 + 804,B - 一轨长条中间^^^B - 三轨长条开始,B - 二一轨滑键、三四轨滑键^^^B - 二轨单点,487,1091,79 + 0.2,636,B - 一轨长条中间,B - 二一轨滑键、三四轨滑键,487,1091,1892927,40 + 0.4
A,8,"爱不得 恨不得 舍不得","胡彦斌",,,分开,138 + 583、138 + 593、138 + 594,A - 二轨单点^^^B - 三轨单点,A - 三轨长条左滑^^^B - 二轨长条右滑,439,884,75 + 0.2,138、583、593、594,A - 二轨单点,A - 三轨长条左滑,439,884,1917642,38 - 0.4
,,"相信未来","MIC男团",,红色,分开,141 + 456、143 + 456,A - 三轨单点^^^B - 二轨长条开始,A - 一轨长条结尾、四轨长条左滑^^^B - 四轨单点,246,576,70 - 0.1,456,B - 二轨长条开始,B - 四轨单点,246,576,1127492,38 + 0.3
,,"工笔","Awaken-F",,,分开,159 + 432、159 + 433、159 + 434、159 + 435、159 + 436、159 + 437、159 + 438、432 + 591、433 + 591、434 + 591,A - 三轨单点^^^B - 四轨单点,A - 四轨单点^^^B - 二轨单点,360,792,71 - 0.3,432、433、434、435、436、437、438,B - 四轨单点,B - 二轨单点,360,792,1832831,36 + 0.0
M,8,"冒险蓝图","Chic Chili",,,分开,438 + 987,A - 二轨长条中间、三轨长条中间^^^B - 二轨长条中间、三轨长条中间,A - 二轨长条右滑、四轨单点^^^B - 一轨单点、三轨长条左滑,607,1156,86 + 0.0,438、987,A - 二轨长条中间、三轨长条中间,A - 二轨长条右滑、四轨单点,607,1156,2094136,43 + 0.0
,,"Sometimes","Kat Graham",,红色,分开,216 + 439,B - 一轨单点^^^B - 三轨长条中间,B - 三轨长条右滑^^^B - 二轨单点、三轨单点,213,497,59 - 0.3,216,B - 一轨单点,B - 三轨长条右滑,213,497,955737,32 - 0.2
Z,8,"Zillion Lights","めらみぽっぷ",50,,分开,380 + 962、820 + 962,A - 三轨长条开始^^^B - 二轨单点,A - 一轨单点、三轨单点^^^B - 二轨单点,544,1130,72 + 0.1,962,B - 二轨单点,B - 二轨单点,544,1130,1928831,37 - 0.3
,,"仁心所向","河图",,,分开,265 + 685,A - 二轨长条左滑^^^B - 三轨长条右滑,A - 四轨长条左滑^^^B - 一轨长条右滑,534,954,67 + 0.4,265、685,A - 二轨长条左滑,A - 四轨长条左滑,534,954,1449449,34 - 0.3
,,"Play It Cool","Steve Aoki/MONSTA X",,红色,分开,121 + 244、121 + 245、121 + 246、121 + 247、121 + 249、121 + 250、121 + 251、121 + 253、121 + 254、121 + 244,A - 四轨单点^^^B - 一轨单点,A - 一轨单点^^^B - 四轨单点,231,494,56 + 0.0,121、122、123、124、126、127、128、130、244、245,A - 四轨单点,A - 一轨单点,231,494,998125,28 + 0.0
S,9,"So Good","Red Velvet",50,,分开,576 + 665、577 + 665,B - 二轨长条中间^^^B - 二轨单点,B - 一轨长条开始、四轨单点^^^B - 二轨长条中间,458,912,79 - 0.1,601,B - 二轨长条左滑,B - 三轨单点,458,912,1698346,40 + 0.4
,,"越来越近","苏醒",,红色,分开,238 + 398,B - 二轨单点^^^B - 二一轨滑键,B - 三轨长条中间^^^B - 二轨长条开始,204,482,55 - 0.2,238,B - 二轨单点,B - 三轨长条中间,204,482,984221,28 - 0.4
,,"爱的就是你","刘佳",,红色,分开,183 + 217,B - 四轨单点^^^B - 一轨单点,B - 三轨长条开始^^^B - 四轨单点,160,342,56 + 0.3,183,B - 四轨单点,B - 三轨长条开始,160,342,912982,29 + 0.3
,,"Loki","BC221",,红色,分开,109 + 279、110 + 279,A - 四轨单点^^^B - 二轨单点,A - 四轨单点^^^B - 二轨单点,231,463,51 + 0.0,279,B - 二轨单点,B - 二轨单点,231,463,948319,27 - 0.5
,,"Too Much","Carly Rae Jepsen",,红色,分开,121 + 303,A - 二轨长条中间^^^B - 三轨单点,A - 二轨单点^^^B - 三轨长条开始,165,355,56 + 0.4,303,B - 三轨单点,B - 三轨长条开始,165,355,677430,29 - 0.2
,,"如果当时","胡夏",20,红色,分开,386 + 485,B - 二一轨滑条^^^B - 二轨单点,B - 四轨单点^^^B - 一轨长条右滑,306,632,73 - 0.5,485,B - 二轨单点,B - 一轨长条右滑,306,632,1169436,38 + 0.4
M,9,"My Song","花泽香菜",,,分开,413 + 823、414 + 823、415 + 823,A - 四轨单点^^^B - 一轨单点,A - 一轨单点^^^B - 二轨长条结尾、四轨长条结尾,501,954,77 - 0.2,413、414、415、823,A - 四轨单点,A - 一轨单点,501,954,1758978,38 + 0.4
,,"就喜欢你","董又霖",,红色,分开,107 + 308、107 + 309、107 + 310,A - 一轨单点、四轨单点^^^B - 二轨单点,A - 二轨长条开始^^^B - 二轨单点,183,359,55 - 0.2,308、309、310,B - 二轨单点,B - 二轨单点,183,359,773481,28 + 0.0
,,"Flamingo","米津玄師",,红色,分开,113 + 450、113 + 456、114 + 450、114 + 456、340 + 450、340 + 456、341 + 450、341 + 456,A - 二轨长条中间^^^B - 二轨单点,A - 三轨单点^^^B - 三轨单点,270,579,61 + 0.4,450、456,B - 二轨单点,B - 三轨单点,270,579,1069125,31 - 0.1
,,"Slow It Down","Charlie Puth",,红色,分开,81 + 315,A - 四轨单点^^^B - 一轨单点,A - 二轨长条开始、四轨长条结尾^^^B - 三轨长条开始,253,545,61 + 0.4,81,A - 四轨单点,A - 二轨长条开始、四轨长条结尾,253,545,971565,31 + 0.3
P,9,"僕は僕であって","angela/fripSide",,,分开,80 + 475、80 + 476、80 + 477、80 + 478、80 + 479,A - 一轨单点^^^B - 四轨单点,A - 四轨单点^^^B - 二轨长条结尾,398,897,66 - 0.2,475、476、477、478、479,B - 四轨单点,B - 二轨长条结尾,398,897,1847119,33 - 0.1
,,"丑八怪","薛之谦",,红色,分开,147 + 550,A - 三轨单点^^^B - 三四轨滑条,A - 三轨长条左滑^^^B - 一轨长条中间、四轨长条中间,264,661,86 - 0.3,147,A - 三轨单点,A - 三轨长条左滑,264,661,1386558,44 + 0.4
,,"On My Way","Alan Walker/Sabrina Carpenter/Farruko",,红色,分开,78 + 241、78 + 242、78 + 243、78 + 244,A - 二轨单点^^^B - 二轨单点,A - 一轨单点^^^B - 三轨单点,130,291,60 + 0.0,78,A - 二轨单点,A - 一轨单点,130,291,679575,32 - 0.5
E,8,"Electroheart","Amaranthe",,,分开,192 + 598、504 + 598,A - 三轨单点^^^B - 一轨单点,A - 四轨长条左滑^^^B - 二轨长条左滑,292,649,68 + 0.3,598,B - 一轨单点,B - 二轨长条左滑,292,649,1363157,35 - 0.3
J,7,"寂静之空","傅许",,,分开,114 + 377、114 + 378、115 + 377、115 + 378,A - 一轨单点^^^B - 四轨单点,A - 二轨单点^^^B - 三轨单点,304,571,70 + 0.0,114、115、377、378,A - 一轨单点,A - 二轨单点,304,571,1600859,35 + 0.0
G,10,"更新","Sabão",,,分开,558 + 1053、1053 + 1196,A - 一轨长条右滑、三四轨滑键^^^B - 一轨单点、四轨单点,A - 一轨长条中间、四轨长条中间^^^B - 一轨长条结尾、四轨长条结尾,696,1587,99 - 0.1,1053,B - 一轨单点、四轨单点,B - 一轨长条结尾、四轨长条结尾,696,1587,2874007,50 + 0.1
,,"马上上马","庄园",,,分开,604 + 696,B - 一轨单点、四轨单点^^^B - 三轨单点,B - 一轨长条右滑^^^B - 一轨长条结尾、四轨长条结尾,459,834,81 + 0.3,696,B - 三轨单点,B - 一轨长条结尾、四轨长条结尾,459,834,1752549,41 - 0.2
,,"最好的天气","郭采洁",,红色,分开,329 + 421,B - 二轨长条开始^^^B - 一轨长条中间,B - 四轨单点^^^B - 一轨单点,193,486,51 + 0.1,421,B - 一轨长条中间,B - 一轨单点,193,486,959958,26 + 0.3
H,9,"火炎","女王蜂",,,分开,432 + 732、732 + 1054,A - 三轨长条左滑^^^B - 三轨长条中间,A - 三四轨滑键^^^B - 一轨长条结尾、三轨长条结尾,562,1270,78 - 0.3,732,B - 三轨长条中间,B - 一轨长条结尾、三轨长条结尾,562,1270,2341781,39 - 0.1
,,"凉凉","杨宗纬/张碧晨",,红色,分开,94 + 340、94 + 341,A - 一轨长条开始^^^B - 四三轨滑键,A - 二轨长条中间^^^B - 三轨单点,157,465,46 - 0.2,340、341,B - 四三轨滑键,B - 三轨单点,157,465,717232,25 - 0.3
,,"雨后的咖啡","SNP",,红色,分开,116 + 365,A - 三轨单点^^^B - 二轨单点,A - 三轨长条开始^^^B - 二轨长条开始,272,517,47 + 0.0,116、365,A - 三轨单点,A - 三轨长条开始,272,517,888495,24 - 0.5
D,8,"Digital World","Amaranthe",,红色,分开,78 + 423、78 + 424、79 + 423、79 + 424、79 + 423、79 + 424、79 + 423、79 + 424、79 + 423、79 + 424,A - 一轨长条结尾^^^B - 四轨长条结尾,A - 三轨长条右滑^^^B - 二轨长条左滑,333,652,80 - 0.2,423、424,B - 四轨长条结尾,B - 二轨长条左滑,333,652,1409961,40 - 0.1
Y,7,"鹦鹉","任然",,,分开,451 + 823,A - 三轨单点^^^B - 二轨单点,A - 二轨单点^^^B - 三轨单点,541,905,71 - 0.3,823,B - 二轨单点,B - 三轨单点,541,905,1575076,36 - 0.4
,,"观花","萌娜丽莎/郑冰冰",,红色,分开,115 + 350,A - 一轨单点^^^B - 四轨单点,A - 三轨长条右滑^^^B - 二轨长条左滑,268,554,64 + 0.3,115,A - 一轨单点,A - 三轨长条右滑,268,554,1039634,33 - 0.4
,,"我曾","1908公社",,红色,分开,69 + 301,A - 二轨单点、四轨单点^^^B - 一轨单点、三轨单点,A - 三轨单点^^^B - 二轨单点,205,437,61 - 0.4,301,B - 一轨单点、三轨单点,B - 二轨单点,205,437,939769,30 + 0.3
D,9,"Dear Brave","鹿乃",,蓝色,分开,311 + 810、810 + 1148,A - 一轨长条中间、三轨长条中间^^^A - 二轨长条左滑、四轨单点,A - 四轨单点^^^A - 一轨长条中间、三轨长条中间,1035,2153,98 - 0.4,810,A - 二轨长条左滑、四轨单点,A - 一轨长条中间、三轨长条中间,1035,2153,3626810,49 + 0.4
S,9,"Scarlet Faith","仲村芽衣子",,,分开,283 + 780,A - 四轨单点^^^B - 一轨单点,A - 四轨长条中间^^^B - 一轨长条中间,401,898,76 - 0.4,283、780,A - 四轨单点,A - 四轨长条中间,401,898,1745713,38 - 0.2
D,9,"DANCE DANCE","Day6",,,分开,380 + 944、380 + 945、381 + 944、381 + 945、381 + 944、381 + 945、381 + 944、381 + 945、381 + 944、381 + 945,A - 一二轨滑键^^^B - 四三轨滑键,A - 一轨长条结尾^^^B - 四轨长条结尾,572,1169,78 + 0.2,380、381、944、945,A - 一二轨滑键,A - 一轨长条结尾,572,1169,2031870,39 + 0.1
,,"Shiny","高颖浠",,,分开,826 + 1056,B - 二轨单点、三轨长条右滑^^^B - 二轨长条中间,B - 二轨单点、四轨单点^^^B - 二轨单点、三轨单点,662,1301,103 + 0.2,1056,B - 二轨长条中间,B - 二轨单点、三轨单点,662,1301,2837828,52 - 0.2
B,6,"捕风","音频怪物/汐音社",,,分开,434 + 953,A - 四轨长条左滑^^^B - 一轨长条中间,A - 二轨长条结尾、三轨长条结尾^^^B - 二轨长条结尾、三轨长条结尾,494,1013,68 - 0.4,434、953,A - 四轨长条左滑,A - 二轨长条结尾、三轨长条结尾,494,1013,1567360,34 - 0.2
,,"彩虹","苏醒",,红色,分开,125 + 291、125 + 293、125 + 294、126 + 291、126 + 293、126 + 294、127 + 291、127 + 293、127 + 294、128 + 291,A - 三轨单点^^^B - 二轨单点,A - 二轨单点^^^B - 三轨单点,210,431,64 - 0.4,125、127、128、291、293、294,A - 三轨单点,A - 二轨单点,210,431,882594,32 - 0.2
N,9,"NIGHT OF FIRE","森永真由美/浜田ブリトニー",,,分开,680 + 808,B - 二轨单点^^^B - 一轨长条中间、三轨长条中间,B - 四轨长条开始^^^B - 二轨单点、三轨单点,615,1186,91 + 0.3,680,B - 二轨单点,B - 四轨长条开始,615,1186,2485364,47 - 0.1
,,"黒い羊","欅坂46",,红色,分开,164 + 345,A - 二轨单点^^^B - 三轨单点,A - 三轨长条右滑^^^B - 二轨长条左滑,244,501,56 + 0.4,164、345,A - 二轨单点,A - 三轨长条右滑,244,501,910909,28 + 0.2
F,9,"Fight For You","潘玮柏",20,,分开,50 + 639,A - 一轨长条开始、四轨长条开始^^^B - 一轨长条开始、四轨长条开始,A - 一轨长条中间、四轨长条中间^^^B - 一轨长条中间、四轨长条中间,639,1297,102 - 0.4,639,B - 一轨长条开始、四轨长条开始,B - 一轨长条中间、四轨长条中间,639,1297,2250761,51 - 0.2
S,9,"Somebody Told Me","Charlie Puth",,,分开,464 + 1094、468 + 1094,A - 一轨长条中间^^^B - 一轨长条开始,A - 二轨长条左滑^^^B - 一轨单点、四轨长条左滑,560,1223,77 + 0.3,1094,B - 一轨长条开始,B - 一轨单点、四轨长条左滑,560,1223,1980059,39 + 0.3
,,"I am YOU","Stray Kids",,,分开,111 + 197,A - 一轨长条开始^^^A - 二轨长条左滑,A - 四轨单点^^^A - 二轨单点,503,896,83 - 0.5,197,A - 二轨长条左滑,A - 二轨单点,503,896,1632589,42 - 0.1
,,"觅","王喆",,,分开,143 + 436,A - 二轨单点^^^B - 二轨长条左滑,A - 一轨长条右滑、四轨长条左滑^^^B - 二轨单点,421,938,87 - 0.5,436,B - 二轨长条左滑,B - 二轨单点,421,938,2002082,44 + 0.2
,,"长腿叔叔","袁娅维",,红色,分开,133 + 354、291 + 354,A - 四轨单点^^^B - 一轨长条开始,A - 二轨长条开始^^^B - 三轨长条结尾,171,391,53 - 0.2,354,B - 一轨长条开始,B - 三轨长条结尾,171,391,779009,27 - 0.5
,,"完美体贴","新乐尘符/李思雨/林俊呈",,红色,分开,179 + 364、179 + 365、179 + 367,A - 三轨单点^^^B - 一轨单点,A - 一轨单点^^^B - 二轨单点,235,463,62 + 0.4,364、365、367,B - 一轨单点,B - 二轨单点,235,463,1010049,33 + 0.3
,,"魂不守舍","朱星杰",,红色,分开,168 + 329、168 + 331、168 + 333、168 + 336、168 + 338、168 + 341、168 + 343、170 + 329、170 + 331、170 + 333,A - 二一轨滑条^^^B - 三四轨滑条,A - 三轨长条中间^^^B - 二轨长条中间,260,555,62 + 0.2,168、170、172、175、177、180、182、329、331、333,A - 二一轨滑条,A - 三轨长条中间,260,555,1066469,31 + 0.1
M,6,"莫名奇妙爱上你","朱主爱",,,分开,356 + 561,B - 一轨长条中间^^^B - 二轨单点,B - 四轨单点^^^B - 四轨单点,324,672,53 + 0.4,561,B - 二轨单点,B - 四轨单点,324,672,1205078,27 - 0.1
,,"幸福症候群","nanawoakari",,,分开,105 + 378、106 + 378、107 + 378、108 + 378、109 + 378、110 + 378,A - 三轨单点^^^B - 二轨单点,A - 一轨单点^^^B - 二轨长条中间,351,817,76 + 0.0,378,B - 二轨单点,B - 二轨长条中间,351,817,1652351,38 + 0.0
M,9,"MK Circus","Dough-Boy/王嘉尔",,,分开,231 + 792,A - 二轨单点、四轨单点^^^B - 一轨长条开始、三轨长条中间,A - 二轨单点^^^B - 一轨长条中间、四轨长条中间,429,998,93 - 0.2,231,A - 二轨单点、四轨单点,A - 二轨单点,429,998,1976558,47 - 0.3
,,"倾杯","SING女团",,,分开,269 + 652、580 + 652,A - 一轨单点、四轨单点^^^B - 二轨单点、三轨单点,A - 三轨单点^^^B - 三轨单点,384,723,66 - 0.5,652,B - 二轨单点、三轨单点,B - 三轨单点,384,723,1324817,33 + 0.2
