字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
,,"Victory(困难版)","Bond",50,,分开,704 + 1279,A - 一轨长条开始、五四轨滑键^^^B - 二轨单点,A - 五轨长条左滑^^^B - 二轨长条左滑、五轨长条中间,882,1671,164 - 0.3,1279,B - 二轨单点,B - 二轨长条左滑、五轨长条中间,882,1671,3651573,91 + 0.3
C,9,"春夏秋冬","Sumika",,,分开,454 + 1217,A - 一轨长条开始、三轨长条右滑^^^B - 二轨长条左滑、四轨长条开始,A - 二轨长条左滑、四轨长条左滑^^^B - 一轨长条右滑、三轨长条右滑,808,1571,90 + 0.2,454、1217,A - 一轨长条开始、三轨长条右滑,A - 二轨长条左滑、四轨长条左滑,808,1571,2539556,45 + 0.1
,,"后会无期","徐良/汪苏泷",,红色,分开,54 + 176,A - 二轨长条开始^^^B - 二轨长条开始,A - 一轨单点^^^B - 一轨单点,123,271,38 - 0.2,176,B - 二轨长条开始,B - 一轨单点,123,271,483687,19 - 0.1
,,"星期天","张紫豪",,红色,分开,176 + 436、176 + 437、190 + 436、190 + 437,A - 三轨单点^^^B - 三轨单点,A - 二轨单点^^^B - 二轨单点,242,529,72 - 0.3,436、437,B - 三轨单点,B - 二轨单点,242,529,1088579,38 - 0.1
Y,9,"雲を抜けた青空","Da-iCE",100,,分开,324 + 942、850 + 942,A - 一轨长条中间、三轨长条中间^^^B - 一轨长条开始、四轨单点,A - 一轨单点、三轨长条左滑^^^B - 一轨单点、二轨长条右滑,485,1040,76 - 0.1,942,B - 一轨长条开始、四轨单点,B - 一轨单点、二轨长条右滑,485,1040,1844546,38 + 0.3
,,"Monsters","Katie Sky",,红色,分开,104 + 225、104 + 231、104 + 232、104 + 225、104 + 231、104 + 232、104 + 225、104 + 231、104 + 232、104 + 225,A - 四轨单点^^^B - 一轨单点,A - 三轨单点^^^B - 二轨单点,180,369,49 + 0.0,104、110、111、225、231、232,A - 四轨单点,A - 三轨单点,180,369,701761,25 - 0.5
,,"Bon Bon(给他一击)","强东玥",,红色,分开,174 + 435、174 + 548、174 + 553、435 + 548、435 + 553,A - 四轨长条开始^^^B - 一轨长条开始,A - 一轨单点、四轨长条结尾^^^B - 一轨长条结尾、四轨单点,374,697,70 - 0.2,174、435、548、553,A - 四轨长条开始,A - 一轨单点、四轨长条结尾,374,697,1275409,35 - 0.1
,,"太阳雨","QQ炫舞原创",,红色,分开,193 + 245、204 + 252,B - 三轨长条中间^^^B - 二轨单点,B - 三轨单点^^^B - 二轨长条结尾,158,325,44 + 0.4,245,B - 二轨单点,B - 二轨长条结尾,158,325,526285,24 + 0.3
J,9,"境界の彼方","茅原実里",,,分开,427 + 1137,A - 二轨长条左滑、四轨长条左滑^^^B - 一轨长条右滑、三轨长条右滑,A - 二轨长条左滑、四轨单点^^^B - 一轨单点、三轨长条右滑,855,1577,108 + 0.0,1137,B - 一轨长条右滑、三轨长条右滑,B - 一轨单点、三轨长条右滑,855,1577,2395000,55 - 0.4
,,"ME!","Taylor Swift/Brendon Urie",,红色,分开,61 + 188,A - 三轨单点^^^B - 二轨单点,A - 一轨单点^^^B - 二轨单点,153,327,59 + 0.4,188,B - 二轨单点,B - 二轨单点,153,327,722514,30 - 0.3
Q,6,"青花引","Ace组合",,红色,分开,239 + 361、240 + 361、241 + 361,A - 二轨单点^^^B - 二轨单点,A - 四轨单点^^^B - 二轨单点,294,529,62 - 0.3,361,B - 二轨单点,B - 二轨单点,294,529,1043411,31 + 0.1
Y,6,"遇上爱","杨丞琳",,红色,分开,144 + 454,A - 一轨单点^^^B - 四轨单点,A - 二轨长条左滑^^^B - 三轨长条右滑,330,667,74 + 0.0,144、454,A - 一轨单点,A - 二轨长条左滑,330,667,1172837,37 + 0.0
D,8,"Don't Leave Me","防弹少年团",50,红色,分开,270 + 642,A - 一轨长条开始、四轨长条开始^^^B - 一轨长条开始、四轨长条开始,A - 一轨长条右滑、四轨单点^^^B - 一轨单点、四轨长条左滑,378,775,83 - 0.2,642,B - 一轨长条开始、四轨长条开始,B - 一轨单点、四轨长条左滑,378,775,1517181,44 - 0.1
,,"Maps","Maroon 5",,红色,分开,385 + 469,B - 一轨单点、四轨单点^^^B - 一轨长条开始,B - 一轨长条右滑^^^B - 一轨长条结尾、四轨长条结尾,245,540,54 + 0.4,385,B - 一轨单点、四轨单点,B - 一轨长条右滑,245,540,1029968,28 - 0.5
,,"Baby Don't Cry","于湉",,红色,分开,156 + 367,A - 三轨长条开始^^^B - 二轨长条开始,A - 三轨单点^^^B - 三轨单点,223,434,61 + 0.4,156、367,A - 三轨长条开始,A - 三轨单点,223,434,968563,31 - 0.3
C,8,"Chain","NCT 127",,,分开,137 + 440,A - 二轨长条右滑^^^B - 一轨长条开始,A - 二轨长条左滑^^^B - 一轨单点,380,793,72 + 0.4,137,A - 二轨长条右滑,A - 二轨长条左滑,380,793,1482978,37 - 0.5
,,"空山新雨后","音阙诗听/锦零",,红色,分开,226 + 264、227 + 264,B - 一轨单点^^^B - 一轨长条开始,B - 二轨单点^^^B - 三轨单点,166,354,56 - 0.4,264,B - 一轨长条开始,B - 三轨单点,166,354,750974,29 + 0.1
,,"The Fire","吉克隽逸",,红色,分开,167 + 363,A - 一轨单点^^^B - 三轨单点,A - 四轨单点^^^B - 一轨单点,270,506,68 - 0.2,167、363,A - 一轨单点,A - 四轨单点,270,506,945642,34 - 0.1
,,"帅一个","罗志祥",,,分开,244 + 668,A - 一轨长条中间、三四轨滑键^^^B - 一轨单点、四轨长条中间,A - 二轨长条结尾、三轨长条右滑^^^B - 二轨长条左滑、三轨长条结尾,486,1177,102 + 0.0,244、668,A - 一轨长条中间、三四轨滑键,A - 二轨长条结尾、三轨长条右滑,486,1177,2232710,51 + 0.0
,,"直到世界终结(困难版)","WANDS",,,分开,483 + 951、501 + 951,B - 四三轨滑条、五轨长条中间^^^B - 一轨单点、三轨单点,B - 二轨长条左滑、三轨单点^^^B - 一轨长条中间、三四轨滑键,452,1327,113 + 0.0,951,B - 一轨单点、三轨单点,B - 一轨长条中间、三四轨滑键,452,1327,2679457,61 - 0.4
,,"LOVE IT LIVE IT","YDPP",,红色,分开,399 + 482,B - 二轨单点^^^B - 二轨单点、三轨单点,B - 一轨长条结尾^^^B - 三轨单点,230,557,61 - 0.3,482,B - 二轨单点、三轨单点,B - 三轨单点,230,557,1123992,33 + 0.1
H,9,"Hey Baby 你是我的","李佳薇",,,分开,242 + 511、242 + 752、511 + 752,A - 四轨长条左滑^^^B - 四轨长条左滑,A - 三轨单点^^^B - 三轨单点,441,934,79 + 0.0,242、511、752,A - 四轨长条左滑,A - 三轨单点,441,934,1890583,40 - 0.5
L,10,"恋人募集中","天月-あまつき-",,,分开,822 + 1084,B - 一二轨滑条、四三轨滑键^^^B - 一二轨滑键、四三轨滑条,B - 四轨长条中间^^^B - 一轨长条中间,633,1380,96 + 0.4,822、1084,B - 一二轨滑条、四三轨滑键,B - 四轨长条中间,633,1380,2344842,48 + 0.2
S,6,"声音之城","飞儿乐团",,红色,分开,104 + 358,A - 四轨单点^^^B - 二轨单点,A - 一轨单点^^^B - 四轨单点,259,513,67 + 0.4,104、358,A - 四轨单点,A - 一轨单点,259,513,1146693,34 - 0.3
W,7,"往后余生","王贰浪",,红色,分开,285 + 686,A - 一轨单点、三四轨滑条^^^B - 二一轨滑条、四轨单点,A - 四轨长条左滑^^^B - 一轨长条右滑,384,872,81 - 0.5,686,B - 二一轨滑条、四轨单点,B - 一轨长条右滑,384,872,1566418,43 - 0.5
Z,10,"ZastiZ(QQ炫舞手游原创音乐)","JurokuNeta",50,,分开,423 + 506,B - 二轨单点^^^B - 一轨长条开始,B - 三轨长条左滑^^^B - 二轨长条左滑,383,820,98 - 0.1,506,B - 一轨长条开始,B - 二轨长条左滑,383,820,2060228,51 + 0.3
D,8,"等待","黄龄",,,分开,280 + 817,A - 一轨单点^^^B - 四轨单点,A - 一轨单点、三轨长条左滑^^^B - 二轨长条右滑、四轨单点,599,1136,88 - 0.2,280、817,A - 一轨单点,A - 一轨单点、三轨长条左滑,599,1136,2080293,44 - 0.1
,,"甜甜的情歌","Young 7",,红色,分开,64 + 255、64 + 256、64 + 274,A - 一轨单点^^^B - 三轨单点,A - 一轨单点^^^B - 一轨单点,227,424,58 - 0.3,255、256、274,B - 三轨单点,B - 一轨单点,227,424,913608,29 + 0.0
B,6,"Bo Peep Bo Peep","T-ara",,红色,分开,189 + 403、189 + 411、189 + 412、189 + 413,A - 一轨单点^^^B - 一轨长条开始,A - 二轨长条开始^^^B - 二轨单点,269,557,69 - 0.2,403、411、412、413,B - 一轨长条开始,B - 二轨单点,269,557,1299553,37 - 0.5
R,8,"Rightfully","Mili",,,分开,714 + 790,B - 一轨长条开始、三轨长条开始^^^B - 二轨长条开始,B - 一轨单点、三轨单点^^^B - 一轨单点、三轨单点,419,940,63 - 0.1,714,B - 一轨长条开始、三轨长条开始,B - 一轨单点、三轨单点,419,940,1756476,32 - 0.5
,,"1234","韩安旭",,红色,分开,187 + 400、187 + 401、188 + 400、188 + 401,A - 二轨单点^^^B - 二轨单点,A - 三轨单点^^^B - 三轨单点,259,508,55 + 0.0,187、188、400、401,A - 二轨单点,A - 三轨单点,259,508,965347,28 - 0.5
,,"闺蜜大过天","李子璇/吴芊盈",,红色,分开,112 + 354、112 + 355、275 + 354、275 + 355,A - 一轨单点^^^B - 三四轨滑键,A - 二轨长条中间^^^B - 三轨长条结尾,205,409,52 + 0.2,354、355,B - 三四轨滑键,B - 三轨长条结尾,205,409,734443,26 + 0.4
,,"我们是太阳","筷子兄弟",,红色,分开,174 + 273、174 + 507、174 + 606、273 + 507、273 + 606、507 + 606,A - 三轨长条右滑^^^A - 二轨长条左滑,A - 一轨单点^^^A - 四轨单点,349,708,58 - 0.2,174、273、507、606,A - 三轨长条右滑,A - 一轨单点,349,708,1074975,29 - 0.1
,,"FOOLISH","Meghan Trainor",,,分开,386 + 476,B - 四轨单点^^^B - 一轨单点,B - 一轨单点^^^B - 一轨长条结尾,262,525,52 - 0.1,386,B - 四轨单点,B - 一轨单点,262,525,1013862,27 - 0.3
Q,8,"前尘","SING女团",,红色,分开,553 + 632,B - 三轨单点^^^B - 一轨长条右滑,B - 二一轨滑键、四三轨滑键^^^B - 一轨单点,392,747,83 - 0.4,632,B - 一轨长条右滑,B - 一轨单点,392,747,1530068,42 - 0.2
*,9,"オメガリズム","UPLIFT SPICE",,,分开,109 + 860、109 + 861、109 + 862、109 + 863、109 + 864、109 + 865、109 + 866、109 + 867、109 + 868、109 + 869,A - 一轨长条右滑^^^B - 三轨单点,A - 二轨单点^^^B - 三轨单点,490,1202,82 + 0.2,109,A - 一轨长条右滑,A - 二轨单点,490,1202,2409252,41 + 0.2
P,9,"PIRI","Dreamcatcher",,,分开,266 + 889、596 + 889,A - 三轨长条左滑^^^B - 一轨长条开始、四轨长条开始,A - 三轨单点^^^B - 二轨长条右滑,405,1056,71 + 0.1,889,B - 一轨长条开始、四轨长条开始,B - 二轨长条右滑,405,1056,2212083,36 - 0.2
,,"For You","高颖浠",,红色,分开,140 + 356,A - 一轨单点、四轨单点^^^B - 三轨单点,A - 四轨单点^^^B - 一轨长条中间,210,455,63 + 0.4,140,A - 一轨单点、四轨单点,A - 四轨单点,210,455,891471,32 + 0.0
,,"做我的唯一","新乐尘符/贺子玲",,红色,分开,141 + 287,A - 二轨单点^^^B - 一轨单点,A - 一轨长条开始^^^B - 一轨单点,193,332,57 + 0.3,141,A - 二轨单点,A - 一轨长条开始,193,332,850759,30 - 0.2
Z,7,"最近","王小帅",50,红色,分开,176 + 471、176 + 474、176 + 475、176 + 476、179 + 471、179 + 474、179 + 475、179 + 476、180 + 471、180 + 474,A - 四轨单点^^^B - 一轨单点,A - 一轨单点^^^B - 四轨单点,270,565,74 + 0.0,176、179、180、181、471、474、475、476,A - 四轨单点,A - 一轨单点,270,565,1309880,37 + 0.0
,,"flower of sorrow","花たん",,,分开,519 + 1183,A - 四轨长条开始^^^B - 一轨长条开始,A - 二一轨滑键、四轨单点^^^B - 一轨单点、三四轨滑键,624,1347,88 + 0.0,519、1183,A - 四轨长条开始,A - 二一轨滑键、四轨单点,624,1347,2351924,44 + 0.0
,,"当你","林俊杰",,红色,分开,374 + 478,B - 一二轨滑键、四轨长条开始^^^B - 四轨长条左滑,B - 二轨单点、四轨长条结尾^^^B - 二轨长条结尾、三轨单点,251,762,78 + 0.2,478,B - 四轨长条左滑,B - 二轨长条结尾、三轨单点,251,762,1418619,41 - 0.4
,,"那时正好","赵政豪",,红色,分开,583 + 804,B - 二轨长条开始、四轨长条左滑^^^B - 一轨长条开始、四轨长条开始,B - 一轨长条中间、四轨长条结尾^^^B - 一轨长条中间、四轨长条左滑,323,965,86 + 0.4,804,B - 一轨长条开始、四轨长条开始,B - 一轨长条中间、四轨长条左滑,323,965,1562108,47 + 0.1
,,"白衣少年","许诗茵",,,分开,634 + 813,B - 二一轨滑条^^^B - 四轨长条左滑,B - 二一轨滑键、三四轨滑键^^^B - 二一轨滑键、三轨长条右滑,487,1091,82 + 0.2,634,B - 二一轨滑条,B - 二一轨滑键、三四轨滑键,487,1091,1895696,42 + 0.0
A,8,"爱不得 恨不得 舍不得","胡彦斌",,,分开,137 + 582、137 + 593,A - 二轨单点^^^B - 三轨单点,A - 三轨长条左滑^^^B - 二轨长条右滑,439,884,77 + 0.2,137、582、593,A - 二轨单点,A - 三轨长条左滑,439,884,1919373,39 - 0.4
,,"相信未来","MIC男团",,红色,分开,140 + 461、140 + 462、140 + 463,A - 二轨单点^^^B - 三轨单点,A - 一轨长条结尾、四轨长条左滑^^^B - 三轨单点,246,576,71 + 0.4,461、462、463,B - 三轨单点,B - 三轨单点,246,576,1130145,39 - 0.2
,,"工笔","Awaken-F",,,分开,159 + 432、159 + 433、159 + 434、159 + 435、159 + 436、159 + 437、432 + 591、433 + 591、434 + 591、435 + 591,A - 三轨单点^^^B - 四轨单点,A - 一轨长条开始^^^B - 四轨单点,360,792,72 + 0.0,432、433、434、435、436、437,B - 四轨单点,B - 四轨单点,360,792,1834562,37 + 0.0
M,8,"冒险蓝图","Chic Chili",,,分开,434 + 983,A - 二轨长条中间、三轨长条中间^^^B - 二轨长条中间、三轨长条中间,A - 二轨长条右滑、四轨单点^^^B - 一轨单点、三轨长条左滑,607,1156,88 + 0.4,434、983,A - 二轨长条中间、三轨长条中间,A - 二轨长条右滑、四轨单点,607,1156,2096212,44 + 0.2
,,"Sometimes","Kat Graham",,红色,分开,215 + 437,B - 一轨单点^^^B - 三轨长条开始,B - 三轨长条右滑^^^B - 二轨单点、三轨单点,213,497,61 - 0.4,215,B - 一轨单点,B - 三轨长条右滑,213,497,961041,33 - 0.2
Z,8,"Zillion Lights","めらみぽっぷ",50,,分开,379 + 959、819 + 959,A - 三轨单点^^^B - 四轨长条中间,A - 一轨单点、三轨单点^^^B - 二轨单点,544,1130,74 - 0.3,959,B - 四轨长条中间,B - 二轨单点,544,1130,1929869,37 + 0.3
,,"仁心所向","河图",,,分开,265 + 685,A - 二轨长条左滑^^^B - 三轨长条右滑,A - 一轨单点^^^B - 四轨单点,534,954,69 + 0.4,265、685,A - 二轨长条左滑,A - 一轨单点,534,954,1451180,35 - 0.3
,,"Play It Cool","Steve Aoki/MONSTA X",,红色,分开,121 + 244、121 + 245、121 + 246、121 + 247、121 + 249、121 + 250、121 + 251、121 + 244、121 + 245、121 + 246,A - 四轨单点^^^B - 一轨单点,A - 二轨单点^^^B - 三轨单点,231,494,58 + 0.0,121、122、123、124、126、127、128、244、245、246,A - 四轨单点,A - 二轨单点,231,494,1003429,29 + 0.0
S,9,"So Good","Red Velvet",50,,分开,574 + 665,B - 二轨长条开始^^^B - 二轨单点,B - 一轨长条开始、四轨单点^^^B - 二轨长条结尾,458,912,80 + 0.4,599,B - 二轨长条中间,B - 三轨单点,458,912,1699384,41 + 0.0
,,"越来越近","苏醒",,红色,分开,238 + 396、238 + 429,B - 二轨单点^^^B - 三轨长条右滑,B - 三轨长条中间^^^B - 一轨单点,204,482,56 + 0.1,238,B - 二轨单点,B - 三轨长条中间,204,482,987403,28 + 0.2
,,"爱的就是你","刘佳",,红色,分开,174 + 217、177 + 217、178 + 217、179 + 217、180 + 217、181 + 217、182 + 217,B - 四轨单点^^^B - 一轨单点,B - 一轨单点^^^B - 二轨长条开始,160,342,57 + 0.3,174、177、178、179、180、181、182,B - 四轨单点,B - 一轨单点,160,342,916695,30 + 0.0
,,"Loki","BC221",,红色,分开,251 + 295,B - 一轨单点^^^B - 一轨单点,B - 四轨单点^^^B - 三轨单点,231,463,53 - 0.5,280,B - 二轨长条开始,B - 二轨长条结尾,231,463,950970,27 + 0.0
,,"Too Much","Carly Rae Jepsen",,红色,分开,99 + 294、99 + 295、99 + 296、99 + 297、100 + 294、100 + 295、100 + 296、100 + 297、106 + 294、106 + 295,A - 一轨单点^^^B - 四三轨滑键,A - 三轨单点^^^B - 二轨单点,165,355,58 + 0.0,294、295、296、297,B - 四三轨滑键,B - 二轨单点,165,355,681143,30 - 0.5
,,"如果当时","胡夏",20,红色,分开,386 + 487、386 + 488、386 + 487、386 + 488、386 + 487、386 + 488,B - 二一轨滑条^^^B - 二轨单点,B - 三轨单点^^^B - 三轨长条右滑,306,632,74 + 0.0,487、488,B - 二轨单点,B - 三轨长条右滑,306,632,1172087,39 - 0.1
M,9,"My Song","花泽香菜",,,分开,413 + 832、414 + 832,A - 四轨单点^^^B - 二轨长条右滑,A - 三轨单点^^^B - 二轨长条中间、四轨单点,501,954,78 + 0.0,413、414,A - 四轨单点,A - 三轨单点,501,954,1760709,39 + 0.4
,,"就喜欢你","董又霖",,红色,分开,116 + 309、117 + 309,A - 一轨单点^^^B - 四轨单点,A - 三轨单点^^^B - 二轨单点,183,359,57 - 0.5,309,B - 四轨单点,B - 二轨单点,183,359,778785,29 + 0.0
,,"Flamingo","米津玄師",,红色,分开,111 + 449、338 + 449,A - 二轨长条开始^^^B - 四轨单点,A - 三轨单点^^^B - 三轨单点,270,579,63 + 0.3,449,B - 四轨单点,B - 三轨单点,270,579,1074429,32 - 0.1
,,"Slow It Down","Charlie Puth",,红色,分开,81 + 315,A - 四轨单点^^^B - 一轨单点,A - 二轨长条中间^^^B - 三轨长条中间,253,545,63 - 0.4,81,A - 四轨单点,A - 二轨长条中间,253,545,974747,32 - 0.1
P,9,"僕は僕であって","angela/fripSide",,,分开,79 + 475、79 + 476、79 + 477、79 + 478,A - 三轨单点^^^B - 四轨单点,A - 四轨单点^^^B - 四轨单点,398,897,68 - 0.2,475、476、477、478,B - 四轨单点,B - 四轨单点,398,897,1848850,34 - 0.1
,,"丑八怪","薛之谦",,红色,分开,146 + 550,A - 二轨单点^^^B - 三四轨滑条,A - 三轨长条左滑^^^B - 一轨长条中间、四轨长条中间,264,661,88 - 0.1,146,A - 二轨单点,A - 三轨长条左滑,264,661,1391862,45 + 0.4
,,"On My Way","Alan Walker/Sabrina Carpenter/Farruko",,红色,分开,83 + 241、83 + 242、83 + 243,A - 三轨单点^^^B - 二轨单点,A - 三轨单点^^^B - 一轨单点,130,291,62 - 0.5,83,A - 三轨单点,A - 三轨单点,130,291,683331,32 + 0.0
E,8,"Electroheart","Amaranthe",,,分开,194 + 597、506 + 597,A - 四轨单点^^^B - 四轨单点,A - 三轨长条左滑^^^B - 二轨长条左滑,292,649,70 + 0.1,597,B - 四轨单点,B - 二轨长条左滑,292,649,1364888,36 - 0.3
J,7,"寂静之空","傅许",,,分开,114 + 377,A - 一轨单点^^^B - 四轨单点,A - 三轨单点^^^B - 二轨单点,304,571,72 + 0.0,114、377,A - 一轨单点,A - 三轨单点,304,571,1602590,36 + 0.0
G,10,"更新","Sabão",,,分开,558 + 1053、1053 + 1196,A - 一轨长条右滑、三四轨滑键^^^B - 一轨单点、四轨单点,A - 一轨长条结尾、四轨长条结尾^^^B - 二一轨滑条,696,1587,101 + 0.1,1053,B - 一轨单点、四轨单点,B - 二一轨滑条,696,1587,2875738,51 + 0.1
,,"马上上马","庄园",,,分开,612 + 695,B - 二一轨滑条、四轨长条结尾^^^B - 二轨单点,B - 三轨长条右滑^^^B - 一轨长条结尾、四轨长条结尾,459,834,83 - 0.4,695,B - 二轨单点,B - 一轨长条结尾、四轨长条结尾,459,834,1754280,42 - 0.2
,,"最好的天气","郭采洁",,红色,分开,331 + 417、331 + 419、332 + 417、332 + 419,B - 二轨长条中间^^^B - 四轨单点,B - 一轨单点^^^B - 四轨单点,193,486,52 + 0.1,417、419,B - 四轨单点,B - 四轨单点,193,486,964731,27 + 0.2
H,9,"火炎","女王蜂",,,分开,415 + 1037,A - 一轨单点、三轨长条开始^^^B - 二轨长条开始、四轨单点,A - 一轨单点、三轨长条右滑^^^B - 二轨长条左滑、四轨单点,562,1270,80 + 0.0,415、1037,A - 一轨单点、三轨长条开始,A - 一轨单点、三轨长条右滑,562,1270,2343686,40 + 0.0
,,"凉凉","杨宗纬/张碧晨",,红色,分开,94 + 340,A - 一轨长条开始^^^B - 四三轨滑键,A - 二轨长条结尾^^^B - 二轨单点,157,465,47 + 0.4,340,B - 四三轨滑键,B - 二轨单点,157,465,722536,26 - 0.3
,,"雨后的咖啡","SNP",,红色,分开,114 + 363、114 + 364、115 + 363、115 + 364、128 + 363、128 + 364、129 + 363、129 + 364,A - 四轨单点^^^B - 一轨单点,A - 一轨单点^^^B - 四轨单点,272,517,48 + 0.4,114、115、128、129、363、364,A - 四轨单点,A - 一轨单点,272,517,892208,24 + 0.2
D,8,"Digital World","Amaranthe",,红色,分开,112 + 457,A - 一轨长条右滑^^^B - 四轨长条左滑,A - 二轨长条结尾、四轨长条结尾^^^B - 一轨长条结尾、三轨长条结尾,333,652,81 + 0.0,112、457,A - 一轨长条右滑,A - 二轨长条结尾、四轨长条结尾,333,652,1413145,41 - 0.5
Y,7,"鹦鹉","任然",,,分开,451 + 823,A - 三轨单点^^^B - 二轨单点,A - 一轨单点^^^B - 四轨单点,541,905,73 - 0.3,823,B - 二轨单点,B - 四轨单点,541,905,1576807,37 - 0.4
,,"观花","萌娜丽莎/郑冰冰",,红色,分开,114 + 349,A - 二轨单点^^^B - 三轨单点,A - 三轨长条右滑^^^B - 二轨长条左滑,268,554,66 + 0.3,114,A - 二轨单点,A - 三轨长条右滑,268,554,1044938,34 - 0.4
,,"我曾","1908公社",,红色,分开,69 + 301,A - 二轨单点、四轨单点^^^B - 一轨单点、三轨单点,A - 三轨单点^^^B - 二轨单点,205,437,63 - 0.4,301,B - 一轨单点、三轨单点,B - 二轨单点,205,437,945073,31 + 0.3
D,9,"Dear Brave","鹿乃",,,分开,303 + 810,A - 一轨长条开始、三轨长条开始^^^A - 二轨长条左滑、四轨单点,A - 二轨长条中间、四轨单点^^^A - 一轨长条结尾、三轨长条结尾,1035,2153,100 + 0.2,810,A - 二轨长条左滑、四轨单点,A - 一轨长条结尾、三轨长条结尾,1035,2153,3628886,51 - 0.4
S,9,"Scarlet Faith","仲村芽衣子",,,分开,282 + 779,A - 二一轨滑键^^^B - 三四轨滑键,A - 三轨长条右滑^^^B - 二轨长条左滑,401,898,77 + 0.0,282、779,A - 二一轨滑键,A - 三轨长条右滑,401,898,1746925,39 - 0.5
D,9,"DANCE DANCE","Day6",,,分开,380 + 944,A - 一二轨滑键^^^B - 四三轨滑键,A - 四三轨滑键^^^B - 一二轨滑键,572,1169,80 + 0.2,380、944,A - 一二轨滑键,A - 四三轨滑键,572,1169,2033601,40 + 0.1
,,"Shiny","高颖浠",,,分开,826 + 1054,B - 二轨单点、三轨长条右滑^^^B - 三二轨滑条,B - 二一轨滑键、四三轨滑键^^^B - 二轨单点、三轨单点,662,1301,107 - 0.2,826,B - 二轨单点、三轨长条右滑,B - 二一轨滑键、四三轨滑键,662,1301,2840606,53 + 0.4
B,6,"捕风","音频怪物/汐音社",,,分开,432 + 951,A - 四轨长条开始^^^B - 一轨长条开始,A - 二轨长条结尾、三轨长条结尾^^^B - 二轨长条结尾、三轨长条结尾,494,1013,69 + 0.4,432、951,A - 四轨长条开始,A - 二轨长条结尾、三轨长条结尾,494,1013,1568917,35 - 0.3
,,"彩虹","苏醒",,红色,分开,125 + 291、125 + 293、126 + 291、126 + 293、127 + 291、127 + 293,A - 三轨单点^^^B - 二轨单点,A - 三轨单点^^^B - 二轨单点,210,431,66 - 0.4,125、127、291、293,A - 三轨单点,A - 三轨单点,210,431,887898,33 - 0.2
N,9,"NIGHT OF FIRE","森永真由美/浜田ブリトニー",,,分开,685 + 804,B - 三轨单点^^^B - 一轨长条开始、三轨长条开始,B - 二轨单点、四轨长条中间^^^B - 二轨单点、三轨单点,615,1186,94 + 0.1,685,B - 三轨单点,B - 二轨单点、四轨长条中间,615,1186,2487092,48 - 0.1
,,"黒い羊","欅坂46",,红色,分开,164 + 345,A - 二轨单点^^^B - 三轨单点,A - 四轨长条中间^^^B - 一轨长条中间,244,501,58 - 0.4,164、345,A - 二轨单点,A - 四轨长条中间,244,501,914091,29 - 0.2
F,9,"Fight For You","潘玮柏",20,,分开,50 + 639,A - 一轨长条开始、四轨长条开始^^^B - 一轨长条开始、四轨长条开始,A - 一轨长条中间、四轨长条中间^^^B - 一轨长条中间、四轨长条中间,639,1297,104 + 0.0,639,B - 一轨长条开始、四轨长条开始,B - 一轨长条中间、四轨长条中间,639,1297,2252837,52 + 0.0
S,9,"Somebody Told Me","Charlie Puth",,,分开,462 + 1103、462 + 1106,A - 一轨长条开始^^^B - 二轨长条中间,A - 二轨长条左滑^^^B - 一轨长条右滑、四轨单点,560,1223,79 - 0.4,1103、1106,B - 二轨长条中间,B - 一轨长条右滑、四轨单点,560,1223,1980752,40 - 0.3
,,"I am YOU","Stray Kids",,,分开,110 + 194、110 + 195、111 + 195、111 + 196,A - 四轨单点^^^A - 四轨单点,A - 四轨单点^^^A - 一轨单点,503,896,83 + 0.4,193、195,A - 四轨单点,A - 二轨单点,503,896,1634146,43 - 0.2
,,"觅","王喆",,,分开,157 + 436,A - 一轨长条右滑^^^B - 二轨长条左滑,A - 一轨长条右滑^^^B - 三四轨滑键,421,938,89 - 0.3,436,B - 二轨长条左滑,B - 三四轨滑键,421,938,2003813,45 + 0.2
,,"长腿叔叔","袁娅维",,红色,分开,133 + 341、291 + 341,A - 四轨单点^^^B - 二轨单点,A - 二轨长条中间^^^B - 一轨单点,171,391,54 - 0.1,341,B - 二轨单点,B - 一轨单点,171,391,781660,27 + 0.0
,,"完美体贴","新乐尘符/李思雨/林俊呈",,红色,分开,172 + 364、172 + 366,A - 一轨单点^^^B - 一轨单点,A - 二轨单点、三轨单点^^^B - 三四轨滑键,235,463,64 - 0.1,364、366,B - 一轨单点,B - 三四轨滑键,235,463,1015353,34 + 0.3
,,"魂不守舍","朱星杰",,红色,分开,168 + 329、168 + 333、168 + 338、172 + 329、172 + 333、172 + 338、177 + 329、177 + 333、177 + 338,A - 二一轨滑条^^^B - 三四轨滑条,A - 三轨长条左滑^^^B - 二轨长条右滑,260,555,65 + 0.4,168、172、177、329、333、338,A - 二一轨滑条,A - 三轨长条左滑,260,555,1074955,33 - 0.3
M,6,"莫名奇妙爱上你","朱主爱",,,分开,354 + 574,B - 一轨长条开始^^^B - 一轨单点,B - 四轨单点^^^B - 四轨单点,324,672,55 - 0.4,354,B - 一轨长条开始,B - 四轨单点,324,672,1205936,27 + 0.4
